NAME,GAIA_DESIG,RA,DEC,GLON,GLAT,SPEC_CLASS,SPEC_SIMBAD,COLOUR_SDSS,COLOUR_APASS,COLOUR_PS1,COLOUR_SKYM,PLX,PLX_ZP,e_PLX,M_G,G_GAIA,e_G_GAIA,BP_GAIA,e_BP_GAIA,RP_GAIA,e_RP_GAIA,PMRA_GAIA,e_PMRA_GAIA,PMDEC_GAIA,e_PMDEC_GAIA,RV_SDSS,e_RV_SDSS,RV_LAMOST,e_RV_LAMOST,TEFF,e_TEFF,LOG_G,e_LOG_G,LOG_Y,e_LOG_Y,PARAMS_REF,EB-V,e_EB-V,AV,FUV_GALEX,e_FUV_GALEX,NUV_GALEX,e_NUV_GALEX,V_APASS,e_V_APASS,B_APASS,e_B_APASS,g_APASS,e_g_APASS,r_APASS,e_r_APASS,i_APASS,e_i_APASS,u_SDSS,e_u_SDSS,g_SDSS,e_g_SDSS,r_SDSS,e_r_SDSS,I_SDSS,e_i_SDSS,z_SDSS,e_z_SDSS,u_VST,e_u_VST,g_VST,e_g_VST,r_VST,e_r_VST,I_VST,e_i_VST,z_VST,e_z_VST,u_SKYM,e_u_SKYM,v_SKYM,e_v_SKYM,g_SKYM,e_g_SKYM,r_SKYM,e_r_SKYM,i_SKYM,e_i_SKYM,z_SKYM,e_z_SKYM,g_PS1,e_g_PS1,r_PS1,e_r_PS1,i_PS1,e_i_PS1,z_PS1,e_z_PS1,y_PS1,e_y_PS1,J_2MASS,e_J_2MASS,H_2MASS,e_H_2MASS,K_2MASS,e_K_2MASS,Y_UKIDSS,e_Y_UKIDSS,J_UKIDSS,e_J_UKIDSS,H_UKIDSS,e_H_UKIDSS,K_UKIDSS,e_K_UKIDSS,Z_VISTA,e_Z_VISTA,Y_VISTA,e_Y_VISTA,J_VISTA,e_J_VISTA,H_VISTA,e_H_VISTA,Ks_VISTA,e_Ks_VISTA,W1,e_W1,W2,e_W2,W3,e_W3,W4,e_W4
SDSSJ174408.22+251657.5,Gaia EDR3 4581765184598559488,266.03425976761,25.28264476676,49.69825162430,25.32024515619,He-sdOB,sdO,sdB,sdO/B,sdO/B,,0.3088,0.3013,0.0451,3.8920,16.4968,0.0029,16.3661,0.0053,16.7618,0.0070,-1.6017,0.0408,-5.6160,0.0471,19,4,55,13,39346,2000,5.86,0.20,0.00,0.40,2009PhDT.......273H,0.055,0.002,0.171,,,15.561,0.009,16.380,0.198,16.321,0.022,16.308,0.008,16.812,0.118,,,16.081,0.006,16.256,0.004,16.733,0.005,17.081,0.006,17.374,0.013,,,,,,,,,,,,,,,,,,,,,,,16.3480,0.0030,16.7310,0.0020,17.0900,0.0030,17.3760,0.0040,17.5810,0.0160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1-29,Gaia EDR3 4041789389356118272,266.05778800558,-34.29247159628,355.27500488421,-2.54293217367,[WR],[WC4],,,,,-1.4412,-1.3998,0.1929,,16.9672,0.0097,15.5379,0.0278,14.5460,0.0195,-4.8480,0.2180,-3.9360,0.1200,,,,,,,,,,,,1.009,0.023,3.127,,,,,15.120,0.034,16.383,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4420,0.0190,,,,,,,,,,,,,,,,,13.542,0.040,13.104,0.048,12.339,,,,,,,,,,,,,,,,,,,,11.142,0.037,10.500,0.035,5.136,0.013,2.031,0.013
PG1743+477,Gaia EDR3 1362888819188840320,266.10999340076,47.69642006249,74.41051998189,30.65511331847,sdB+WD,sdB2VIIHe7,sdB,,,,1.2932,1.3006,0.0242,4.3054,13.7347,0.0028,13.6051,0.0030,13.9920,0.0039,1.4799,0.0292,12.0823,0.0347,,,76,9,25500,900,5.41,0.10,-2.20,0.10,2001MNRAS.326.1391M,0.022,0.001,0.068,,,,,13.791,0.091,13.681,0.244,13.566,0.149,14.106,0.220,14.329,0.087,13.361,0.003,13.503,0.003,13.948,0.003,14.290,0.003,14.582,0.005,,,,,,,,,,,,,,,,,,,,,,,13.5710,0.0030,13.9770,0.0080,14.3320,0.0020,14.5970,0.0040,14.7510,0.0040,14.313,0.024,14.526,0.060,14.429,0.079,,,,,,,,,,,,,,,,,,,14.579,0.028,14.731,0.052,13.335,,9.730,
PHRJ1744-3355,Gaia EDR3 4041804473208281088,266.11636089590,-33.92224104176,355.61644460566,-2.39098314798,O(H),H-rich,,,,,0.2577,0.2867,0.1387,,16.6432,0.0029,17.1607,0.0072,15.5531,0.0087,-8.3630,0.1840,5.8980,0.1150,,,,,,,,,,,,1.218,0.083,3.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0070,0.0400,,,,,,,17.4416,0.0030,17.6270,,16.6770,,15.9650,,15.6450,,14.143,0.071,13.491,0.068,13.152,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMOSTJ174438.51+205030.8,Gaia EDR3 4552955540409828352,266.16045929716,20.84191175962,45.17226354953,23.65534093389,sdB,,sdB,,sdO/B,,0.4250,0.4334,0.0428,4.0631,15.8789,0.0028,15.7626,0.0038,16.1105,0.0055,-2.0660,0.0380,-7.2020,0.0450,,,,,32677,636,5.53,0.18,-2.60,0.39,2021ApJS..256...28L,0.076,0.002,0.237,15.076,0.019,15.139,0.007,,,,,,,,,,,15.432,0.004,15.660,0.004,16.088,0.004,16.456,0.004,16.717,0.009,,,,,,,,,,,,,,,,,,,,,,,15.7294,0.0027,16.1239,0.0033,16.4441,0.0021,16.6981,0.0091,16.8686,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,16.884,0.089,17.104,,12.673,,9.127,
SDSSJ174442.35+263829.9,Gaia EDR3 4594284563291248000,266.17643050836,26.64161163711,51.16619536695,25.64767117233,He-sdOB,sdBHe,sd+MS,,sdO/B,,0.1485,0.1488,0.0785,,17.7913,0.0029,17.7722,0.0107,17.8126,0.0143,-9.9321,0.0674,-15.7243,0.0895,9,6,,,39054,2000,6.10,0.20,1.17,0.20,2009PhDT.......273H,0.049,0.003,0.151,,,17.075,0.021,,,,,,,,,,,17.461,0.009,17.689,0.005,17.975,0.006,18.137,0.009,18.254,0.025,,,,,,,,,,,,,,,,,,,,,,,17.7210,0.0100,17.9680,0.0040,18.1520,0.0040,18.2560,0.0090,18.4180,0.0200,,,,,,,,,,,,,,,,,,,,,,,,,17.079,0.141,16.809,,12.988,,9.342,
SDSSJ174508.72+434238.2,Gaia EDR3 1349073107692934016,266.28633257882,43.71057012056,69.87438472480,29.90687102274,sd ,sd,sdO,sdO/B,sdO/B,,0.3261,0.3203,0.0392,3.5300,16.0021,0.0029,15.8469,0.0038,16.2952,0.0077,-3.6240,0.0465,0.8855,0.0502,,,,,,,,,,,,0.032,0.001,0.099,14.492,0.130,14.755,0.100,16.124,0.018,15.917,0.030,15.831,0.016,16.450,0.093,,,15.365,0.005,15.740,0.004,16.232,0.005,16.504,0.005,16.915,0.011,,,,,,,,,,,,,,,,,,,,,,,15.8430,0.0040,16.2760,0.0020,16.6270,0.0030,16.9170,0.0040,17.0850,0.0100,16.633,0.127,15.954,,15.806,,,,,,,,,,,,,,,,,,,,15.995,0.041,16.146,0.110,12.996,,9.362,
SDSSJ174516.32+244348.3,Gaia EDR3 4581514903965752704,266.31800620557,24.73007284095,49.21946004152,24.89188794331,He-sdO,sdO,sdB,,sdO/B,,0.1821,0.1568,0.0807,,17.6315,0.0029,17.5051,0.0086,17.9135,0.0142,-0.1579,0.0688,-9.1463,0.0908,-138,7,-123,47,43400,1000,5.62,0.21,2.00,0.00,2015A&A...577A..26G,0.060,0.001,0.187,16.575,0.029,16.721,0.020,,,,,,,,,,,17.177,0.009,17.391,0.005,17.851,0.007,18.188,0.009,18.465,0.029,,,,,,,,,,,,,,,,,,,,,,,17.4830,0.0004,17.8760,0.0040,18.2160,0.0050,18.5060,0.0130,18.6310,0.0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IC4663,Gaia EDR3 5955085616068478464,266.36717584072,-44.90295879350,346.26252499459,-8.21720118382,[WR],[WN3],,,,,-1.3359,-1.3513,1.0387,,20.4223,0.0113,17.7131,0.3167,17.6373,0.2661,0.4100,1.2840,-6.1400,0.7560,,,,,140000,20000,,,,,2012MNRAS.423..934M,0.255,0.009,0.791,,,,,,,,,12.538,,13.453,,14.086,0.143,,,,,,,,,,,,,,,,,,,,,,,,,14.6270,0.2000,,,,,,,,,,,,,,,,,15.556,0.227,14.354,,14.490,0.157,,,,,,,,,,,,,13.7340,0.0086,,,12.9196,0.0181,,,,,,,,
M3-15,Gaia EDR3 4118854193637373184,266.38212362465,-20.96708163790,6.80273824152,4.16062826030,[WR],[WC4],,,,,0.1561,0.1865,0.1515,,17.4576,0.0059,15.6626,0.0151,14.3608,0.0071,1.4370,0.1870,-3.3000,0.1130,,,,,,,,,,,,1.004,0.039,3.111,,,,,14.960,0.041,16.660,0.116,15.213,0.039,14.561,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4850,0.0410,,,,,,,16.6646,0.0377,15.4409,0.0564,16.1400,0.0046,15.6103,0.0220,14.4931,0.0297,13.247,0.043,12.961,0.053,11.890,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,
Tc1,Gaia EDR3 5954912374289120896,266.39703300510,-46.08992142298,345.23742018882,-8.83495584394,O(H),O(H)5-9f,,,,sd+MS,0.2672,0.3175,0.0344,-1.2222,11.2690,0.0034,11.1421,0.0066,11.1657,0.0070,-2.3350,0.0370,-9.3010,0.0260,,,,,,,,,,,,0.165,0.005,0.512,,,,,10.964,0.008,11.017,0.030,10.860,,10.597,0.024,11.345,0.051,,,,,,,,,,,,,,,,,,,,,10.7780,0.0390,10.8220,0.0240,11.1180,0.0280,11.2100,0.0740,,,,,,,,,,,,,,,11.179,0.054,11.181,0.085,10.641,0.070,,,,,,,,,,,,,10.3134,0.0005,,,9.5702,0.0010,8.229,0.022,6.539,0.019,3.331,0.015,-0.307,0.010
Pe1-9,Gaia EDR3 4068846235848503168,266.40401781534,-23.04105160871,5.03606582629,3.06834998733,O(H)+?,O(H)+?,,,,,,,,,20.3218,0.0358,,,,,,,,,,,,,,,,,,,,0.892,0.026,2.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3297,0.0065,18.5722,0.0217,18.3716,0.0025,18.0412,0.0137,17.7835,0.0223,,,,,,,,,,,,,,,,,,,,,,,,,13.782,0.323,13.541,0.249,7.108,0.020,4.562,0.028
M1-26,Gaia EDR3 4056786556015410816,266.49028050597,-30.20021284810,358.95939079782,-0.72150176227,O(H),O(H)f,,,,,0.4228,0.4440,0.0292,0.8456,12.6089,0.0041,11.9304,0.0086,10.5731,0.0049,-2.6990,0.0350,-7.1630,0.0210,,,,,,,,,,,,7.955,0.931,24.661,,,,,12.072,0.068,12.888,0.062,12.396,0.028,10.853,0.045,11.082,0.081,,,,,,,,,,,,,,,,,,,,,,,,,12.2540,0.0150,11.0650,0.0360,,,,,,,10.9350,0.1239,14.6457,0.0018,,,10.5251,0.0010,9.922,0.029,9.651,0.057,8.929,0.042,,,,,,,,,,,,,,,,,,,7.063,0.030,6.471,0.024,0.224,0.085,-3.243,0.007
GALEXJ17462+4019,Gaia EDR3 1344712242714715008,266.56381383721,40.31811454637,66.09886462314,29.04144618443,sdB+MS,sdB+?,,sd+MS,sd+MS,,0.7207,0.7469,0.0166,3.0017,13.6354,0.0028,13.7955,0.0030,13.3351,0.0039,-1.6200,0.0181,-6.7588,0.0194,,,,,,,,,,,,0.035,0.001,0.109,14.122,0.010,14.193,0.007,13.805,0.067,14.180,0.037,13.962,0.067,13.729,0.045,13.619,0.120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8030,0.0040,13.6900,0.0070,13.6970,0.0030,13.7270,0.0020,13.7420,0.0030,12.959,0.022,12.732,0.023,12.680,0.026,,,,,,,,,,,,,,,,,,,12.646,0.024,12.640,0.026,12.398,0.267,9.067,
MPAJ1746-3412,Gaia EDR3 4041758053185606656,266.57699886402,-34.21030840259,355.56870643942,-2.86675824236,[WR],[WC10-11],,,,,0.0968,0.1390,0.0456,,15.5400,0.0038,15.5998,0.0090,14.3992,0.0070,-5.0470,0.0520,-7.2590,0.0290,,,,,,,,,,,,0.915,0.011,2.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8900,0.0230,,,,,,,,,,,,,,,,,10.880,0.028,9.752,0.025,9.382,0.024,,,,,,,,,,,,,,,,,,,9.272,0.029,9.271,0.027,5.439,0.010,1.761,0.016
BD+393226,Gaia EDR3 1344412831954515072,266.63307706728,39.31917298001,64.99836558208,28.77197926482,He-sdO,sdOHe,,,,,5.2844,5.2950,0.0422,3.7513,10.1320,0.0028,9.9679,0.0030,10.4516,0.0038,19.5639,0.0507,-2.9620,0.0527,,,,,44700,5000,5.50,0.50,,,1981PhDT.......113G,0.033,0.002,0.103,,,,,10.203,0.056,10.318,0.336,10.163,,10.454,,10.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9820,,10.4630,,10.8310,,11.1230,,11.3680,,10.873,0.021,11.023,0.022,11.097,0.017,,,,,,,,,,,,,,,,,,,11.173,0.023,11.262,0.021,11.459,0.115,9.488,
FBS1745+437,Gaia EDR3 1349088676950060672,266.72652106544,43.76783131344,70.00517758690,29.60433022923,sdB,sdB,,,sdO/B,,1.0612,1.0659,0.0262,4.4993,14.3608,0.0028,14.2161,0.0032,14.6437,0.0040,5.5316,0.0307,-2.9418,0.0313,,,9,2,33601,109,5.56,0.02,-1.73,0.02,2021ApJS..256...28L,0.025,0.001,0.079,13.605,0.008,13.466,0.005,,,,,,,,,,,13.843,0.004,,,14.598,0.004,14.949,0.004,15.271,0.006,,,,,,,,,,,,,,,,,,,,,,,14.1970,0.0040,14.6260,0.0020,14.9850,0.0020,15.2530,0.0040,15.4250,0.0040,15.020,0.034,15.240,0.088,15.201,0.146,,,,,,,,,,,,,,,,,,,15.370,0.038,15.332,0.081,13.053,,9.473,
GALEXJ174700.87+290504.60,Gaia EDR3 4596420502067288960,266.75328174017,29.08438063020,53.91881327034,25.93930879959,sdB,sdB,,,sd+MS,,0.6965,0.7123,0.0273,2.3565,13.0931,0.0028,12.9662,0.0030,13.3332,0.0038,2.8805,0.0270,1.6799,0.0287,,,8,1,33086,427,5.16,0.06,-2.02,0.05,2021ApJS..256...28L,0.058,0.004,0.179,12.580,0.004,12.749,0.004,13.277,,12.903,0.060,12.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2530,,13.3210,0.0010,13.7120,0.0090,13.9510,0.0050,14.1100,0.0040,13.655,0.030,13.805,0.037,13.865,0.043,,,,,,,,,,,,,,,,,,,13.956,0.027,14.103,0.046,13.022,0.543,9.118,
SDSSJ174700.96+445428.1,Gaia EDR3 1350139638267524608,266.75401077260,44.90773591822,71.30078760449,29.78633067994,sd ,sd,sdB,,,,0.4060,0.3983,0.0376,4.3177,16.3166,0.0029,16.1920,0.0039,16.5745,0.0061,-2.0015,0.0451,-4.1517,0.0481,,,,,,,,,,,,0.024,0.001,0.075,,,,,16.460,0.090,16.253,0.034,,,,,,,15.937,0.005,16.081,0.004,16.562,0.005,16.905,0.006,17.174,0.012,,,,,,,,,,,,,,,,,,,,,,,16.1560,0.0090,16.5660,0.0040,16.9080,0.0030,17.1760,0.0040,17.3360,0.0100,16.802,0.144,17.018,,17.245,,,,,,,,,,,,,,,,,,,,16.995,0.073,17.638,0.400,13.002,,9.319,
HS1747+6924,Gaia EDR3 1637761847049851392,266.77014760301,69.38794803845,99.71439820934,30.90550156852,sdB,sdB,,sdO/B,sdO/B,,0.6483,0.6461,0.0311,4.2813,15.2297,0.0029,15.1002,0.0037,15.4880,0.0051,2.2944,0.0386,-13.2191,0.0352,,,,,27500,1200,5.35,0.20,-2.90,0.30,2003A&A...400..939E,0.025,0.001,0.077,14.209,0.011,14.498,0.008,15.084,0.057,15.096,0.167,15.056,0.105,15.318,0.082,15.689,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0930,0.0030,15.4700,0.0020,15.8200,0.0030,16.1010,0.0040,16.2770,0.0040,15.806,0.068,15.873,0.178,17.001,,,,,,,,,,,,,,,,,,,,16.391,0.040,16.645,0.120,14.093,,10.351,
PPAJ1747-3435,Gaia EDR3 4041711044735017856,266.78474343971,-34.59529421085,355.32747627979,-3.21253209172,O(H)+?,O(H)+?,,,,,-0.7888,-0.7706,0.2290,,18.7791,0.0044,19.1910,0.0390,18.3423,0.0696,-4.4860,0.2800,-5.1380,0.1600,,,,,,,,,,,,0.790,0.040,2.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.588,0.107,13.785,0.082,13.560,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ174712.94+434835.1,Gaia EDR3 1349089226705872000,266.80392253496,43.80966874588,70.06418573642,29.55701182709,sd ,sd+G/K,sd+MS,,sdO/B,,0.4068,0.4130,0.0390,4.7643,16.6847,0.0029,16.6486,0.0053,16.6883,0.0085,-0.8756,0.0469,-5.5835,0.0463,,,,,,,,,,,,0.025,0.000,0.078,15.540,0.210,15.776,0.150,,,,,,,,,,,16.366,0.006,16.570,0.004,16.870,0.005,17.012,0.006,17.113,0.013,,,,,,,,,,,,,,,,,,,,,,,16.6450,0.0020,16.8970,0.0030,17.0400,0.0030,17.1310,0.0040,17.1650,0.0080,16.428,0.100,16.262,0.223,15.440,0.195,,,,,,,,,,,,,,,,,,,16.066,0.043,16.214,0.117,12.995,,8.964,
Hb5,Gaia EDR3 4056807274938145024,266.98401368993,-29.99424443532,359.35707169530,-0.97996143592,O(H),cont.,,,,,,,,,17.7041,0.0430,13.5724,0.0400,12.6521,0.0143,,,,,,,,,,,,,,,,3.735,1.284,11.579,,,,,12.000,0.044,13.664,0.068,12.405,0.026,11.431,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1200,0.0650,12.3960,0.0910,,,,,13.8539,0.0089,13.6154,0.0010,14.3008,0.0088,13.5740,0.1513,13.3378,0.1328,11.037,,10.852,0.055,9.854,0.042,,,,,,,,,,,,,,,,,,,7.143,0.023,6.065,0.018,0.322,0.082,-2.338,0.010
NGC6445,Gaia EDR3 4119025030278036608,267.31385032963,-20.01002180457,8.07556509194,3.90442881275,O(H),cont.,,,,,,,,,20.5426,0.0121,20.1135,0.2242,19.3938,0.4096,,,,,,,,,,,,,,,,0.938,0.030,2.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7720,0.0400,,,15.498,0.082,14.267,,13.724,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMOSTJ174956.05+000636.1,Gaia EDR3 4371689194462064768,267.48360637607,0.11004165863,25.88479395278,13.70103977495,sdB,,,,,,1.9480,1.9840,0.0235,5.8248,14.3371,0.0028,14.3591,0.0030,14.2695,0.0039,14.7912,0.0236,-1.4017,0.0190,,,-49,7,33379,140,5.88,0.03,-1.94,0.04,2021ApJS..256...28L,0.337,0.006,1.044,,,,,,,14.556,,,,14.512,,14.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3592,0.0036,14.4632,0.0069,14.6229,0.0012,14.7546,0.0023,14.8656,0.0071,14.227,0.032,14.272,0.053,14.147,0.076,,,,,,,,,,,,,,,,,,,14.421,0.029,14.574,0.053,11.701,,8.686,
SDSSJ175025.90+245710.2,Gaia EDR3 4581134064926270848,267.60792381427,24.95281645226,49.88865179584,23.86800749065,sdB,sdB,sdB,,,,0.1347,0.1565,0.0207,0.2701,14.2972,0.0028,14.2638,0.0031,14.3607,0.0039,-2.9902,0.0176,-7.8921,0.0217,-29,2,,,,,,,,,,0.068,0.001,0.212,,,,,14.288,0.043,14.426,0.060,14.413,0.104,14.443,0.012,,,14.592,0.004,14.120,0.003,14.420,0.004,14.671,0.004,14.875,0.005,,,,,,,,,,,,,,,,,,,,,,,14.2140,0.0020,14.4740,0.0009,14.7130,0.0020,14.8930,0.0010,14.9830,0.0050,14.438,0.035,14.326,0.062,14.458,0.087,,,,,,,,,,,,,,,,,,,14.559,0.033,14.630,0.064,12.994,,9.346,
FBS1749+393,Gaia EDR3 1344362628081417344,267.67702520431,39.26070840734,65.14276183935,27.97193131299,sd,sdB:,sdO,,sdO/B,,0.2950,0.2821,0.0449,3.6529,16.4013,0.0029,16.2390,0.0050,16.6957,0.0060,-4.1814,0.0517,-4.7194,0.0517,,,,,,,,,,,,0.027,0.001,0.084,,,15.220,0.012,,,,,,,,,,,15.726,0.004,16.123,0.003,16.641,0.004,16.999,0.005,17.281,0.014,,,,,,,,,,,,,,,,,,,,,,,16.2240,0.0030,16.6650,0.0030,17.0340,0.0030,17.3260,0.0070,17.5050,0.0040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ175059.23+412026.2,Gaia EDR3 1345187540975203584,267.74681646118,41.34052662539,67.45590472112,28.38566437275,sd ,sd+G/K,sd+MS,,sdO/B,,0.2940,0.2990,0.0498,4.5151,17.1368,0.0029,17.1162,0.0075,17.1269,0.0082,-0.8972,0.0589,-4.9515,0.0659,,,,,,,,,,,,0.035,0.001,0.108,15.818,0.230,16.148,0.170,,,,,,,,,,,16.807,0.007,17.061,0.004,17.374,0.005,17.512,0.007,17.670,0.019,,,,,,,,,,,,,,,,,,,,,,,17.1120,0.0040,17.3230,0.0030,17.4630,0.0020,17.5650,0.0070,17.6210,0.0030,16.817,0.161,15.582,,15.508,,,,,,,,,,,,,,,,,,,,15.258,0.032,15.346,0.062,12.645,,8.966,
Hf2-1,Gaia EDR3 4041465647722409216,267.80025924656,-34.92311136130,355.47319708819,-4.09705700679,[WR],[WO2],,,,,,,,,19.6919,0.0134,,,,,,,,,,,,,,,,,,,,0.449,0.011,1.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5790,0.0850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.858,0.073,11.181,0.027,5.996,0.014,1.800,0.017
GALEXJ17512-6652,Gaia EDR3 5812583823861190784,267.80586625174,-66.87224092909,326.60997404340,-19.18049640129,sdB,sdB,,,,sdB,1.6287,1.6546,0.0309,4.8495,13.7560,0.0028,13.6354,0.0030,13.9868,0.0039,1.4127,0.0227,-9.2508,0.0261,,,,,,,,,,,,0.063,0.001,0.196,12.693,0.006,14.061,0.008,13.823,,13.633,0.012,13.615,,,,,,,,,,,,,,,,,,,,,,,,,,13.3390,0.0090,13.4320,0.0060,13.6720,0.0030,13.9790,0.0120,14.3480,0.0080,14.6360,0.0150,,,,,,,,,,,14.278,0.032,14.319,0.046,14.376,0.064,,,,,,,,,,,,,14.3445,0.0034,,,14.4731,0.0130,14.610,0.038,14.721,0.070,12.382,,8.816,
M3-44,Gaia EDR3 4056355822397882880,267.82884604408,-30.39810467055,359.38550844087,-1.81391046055,[WR],[WC11],,,,,0.0829,0.1383,0.0620,,16.0382,0.0041,16.3921,0.0206,14.3113,0.0066,-1.3620,0.0710,-1.6960,0.0440,,,,,,,,,,,,1.482,0.105,4.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3800,0.0410,15.1860,0.0370,,,,,17.8871,0.0077,15.5587,0.1998,15.3707,0.0093,14.5836,0.0139,14.1575,0.0033,11.826,0.054,10.486,0.052,9.923,0.038,,,,,,,,,,,,,,,,,,,9.226,0.037,8.982,0.032,4.086,0.013,-0.455,0.009
SDSSJ175125.67+255003.5,Gaia EDR3 4582024527604897792,267.85693584945,25.83427555205,50.87892882990,23.95775277426,sdB,sdB,sd+MS,,sdO/B,,0.4397,0.4324,0.0698,5.5341,17.3546,0.0029,17.2735,0.0073,17.4988,0.0100,-7.5411,0.0549,-2.7268,0.0707,-175,6,-157,9,30600,500,5.48,0.08,-3.00,0.00,2015A&A...577A..26G,0.075,0.001,0.231,,,16.722,0.011,,,,,,,,,,,17.014,0.008,17.167,0.005,17.540,0.005,17.773,0.007,18.025,0.020,,,,,,,,,,,,,,,,,,,,,,,17.2540,0.0050,17.5720,0.0040,17.8310,0.0060,18.0060,0.0070,18.1030,0.0150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBS1749+394,Gaia EDR3 4610982060405219712,267.86603359988,39.38638293472,65.31963184588,27.85903310575,sd,sdOA,sdB,sdO/B,,,0.5515,0.5480,0.0351,4.6724,15.9784,0.0028,15.8366,0.0041,16.2734,0.0065,3.2301,0.0386,-5.8331,0.0444,,,,,,,,,,,,0.032,0.001,0.099,,,14.922,0.011,16.074,0.094,16.064,0.150,16.072,0.170,16.241,0.035,,,15.419,0.004,15.693,0.003,16.221,0.004,16.554,0.005,16.864,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0710,0.0450,,,,,16.640,0.106,15.988,,15.838,,,,,,,,,,,,,,,,,,,,17.440,0.161,17.081,0.422,12.986,,9.423,
FBS1749+373,Gaia EDR3 4609119659506609664,267.90550122327,37.33087582193,63.07788767042,27.33072282299,He-sdB,sdOB,,sdO/B,sdO/B,,1.2286,1.2319,0.0256,4.9632,14.5103,0.0029,14.3552,0.0033,14.8168,0.0041,-6.7793,0.0281,1.8785,0.0303,,,,,34630,600,5.89,0.12,-2.92,0.55,2012MNRAS.427.2180N,0.028,0.001,0.085,13.299,0.008,14.034,0.009,14.594,0.016,14.252,0.084,14.174,0.115,14.785,,15.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3300,0.0080,14.7860,0.0020,15.1350,0.0020,15.4210,0.0040,15.6180,0.0040,15.249,0.041,15.501,0.096,15.212,0.139,,,,,,,,,,,,,,,,,,,15.592,0.046,15.391,0.100,12.732,,9.298,0.491
HaTr6,Gaia EDR3 5911772863745103872,267.97008945051,-60.38934749355,332.79526759637,-16.46557957599,O(H),H-rich,,,,,0.3398,0.3863,0.4578,,19.8197,0.0050,19.5524,0.0262,20.1537,0.0816,-1.7050,0.2970,-5.6220,0.3820,,,,,,,,,,,,0.076,0.001,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.501,0.088,16.337,,11.899,0.257,8.050,0.210
SB34,Gaia EDR3 4036440466993936640,268.03924533538,-39.53746273440,351.56616924578,-6.58676794659,[WR],[WO2],,,,,-0.1451,-0.1188,0.1376,,17.9526,0.0033,17.9912,0.0102,17.7711,0.0155,-2.9200,0.1470,-8.2360,0.0980,,,,,,,,,,,,0.297,0.014,0.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.408,0.054,13.865,0.055,7.930,0.020,3.128,0.018
GALEXJ17523+1910,Gaia EDR3 4551747280210370176,268.08210270677,19.17872333463,44.23423093785,21.35852864688,He-sdOB,sdOBHe,,sdO/B,sdO/B,,0.5451,0.5564,0.0327,3.6830,14.9562,0.0028,14.8224,0.0033,15.1932,0.0041,-1.4505,0.0290,-6.7517,0.0350,,,,,,,,,,,,0.075,0.002,0.232,14.276,0.015,14.192,0.008,15.020,0.026,14.792,0.099,14.785,0.049,15.229,0.010,15.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8090,0.0050,15.1890,0.0040,15.5430,0.0020,15.8010,0.0030,15.9830,0.0030,15.492,0.049,15.483,0.107,15.429,0.152,,,,,,,,,,,,,,,,,,,15.491,0.049,15.478,0.129,12.902,,8.698,
