# source_id             ra                   dec                    File                       
  2849938472818734720   0.7794168414804025   24.203237872891954     spec-2801-54331-0208.fits  
  2849938472818734720   0.7794168414804025   24.203237872891954     spec-6879-56539-0704.fits  
  2745620073750746624   1.466793295404322    6.822247913720608      spec-4415-55831-0864.fits  
  2546601116138975232   1.7817510940779946   1.2417930018224006     spec-0686-52519-0408.fits  
  2769578152945546112   2.8017385173819345   15.86928952350201      spec-0752-52251-0326.fits  
  2769578152945546112   2.8017385173819345   15.86928952350201      spec-6178-56213-0312.fits  
  2748460627681818240   4.22601983273938     7.07499973996941       spec-4537-55806-0436.fits  
  2792535543417139712   4.6547424335374386   15.36386928716566      spec-0753-52233-0348.fits  
  2849255706161645440   4.78567227503459     24.406185010322414     spec-6279-56243-0256.fits  
  2768166861051795456   4.876535095011418    13.925157677816722     spec-0753-52233-0288.fits  
  2768166861051795456   4.876535095011418    13.925157677816722     spec-6184-56267-0344.fits  
  2366823062257473536   6.56069105145032     -18.393998742881063    spec-2848-54453-0310.fits  
  2806984745409075328   7.18416629546089     24.253084881334154     spec-6283-56239-0558.fits  
  2780712739697142144   7.65203879186408     15.415521694883902     spec-0417-51821-0466.fits  
  2749745819334532864   7.842878664723858    8.155658738178083      spec-2327-53710-0334.fits  
  2363107159632282112   8.907591324888218    -19.211081377349075    spec-2848-54453-0001.fits  
  2425386758109004800   9.24527253086765     -10.82538432302503     spec-0655-52162-0298.fits  
  2557421783728860544   9.655198759426225    7.733583260815356      spec-2327-53710-0543.fits  
  2803480700635418368   11.098221469022755   24.391429074324602     spec-2058-53349-0103.fits  
  2530654516748362112   12.170371823447725   -1.263197138836163     spec-1496-52883-0250.fits  
  2556425080733988352   12.955848946774413   6.784975092291862      spec-4420-55883-0838.fits  
  2534754359385331968   17.257299682029792   -0.18690554427969636   spec-0694-52209-0143.fits  
  2534754359385331968   17.257299682029792   -0.18690554427969636   spec-2313-53726-0151.fits  
  2785173625874213888   17.746711082540436   18.52985263802591      spec-5133-55860-0460.fits  
  307154659188700160    18.02888992759837    27.46199826522572      spec-6259-56565-0164.fits  
  2590919234398332544   18.82244903183656    14.47171552844882      spec-2804-54368-0010.fits  
  2471931146896705920   19.50272724370527    -9.405806123404624     spec-0660-52177-0518.fits  
  2471931146896705920   19.50272724370527    -9.405806123404624     spec-2864-54467-0546.fits  
  2471914826020961664   19.62561916844736    -9.497345295339134     spec-2864-54467-0588.fits  
  371711041304831616    20.09559024950979    39.84983612610306      spec-2043-53351-0396.fits  
  371711041304831616    20.09559024950979    39.84983612610306      spec-2336-53712-0358.fits  
  323498929600290944    20.16554782745145    38.65944510383391      spec-2062-53381-0233.fits  
  323498929600290944    20.16554782745145    38.65944510383391      spec-2063-53359-0286.fits  
  323427976740296832    20.493359635502546   38.22959856941658      spec-2062-53381-0186.fits  
  2471264877210406656   21.32283772515327    -9.020342179957407     spec-0661-52163-0509.fits  
  324088714509809536    21.751774131444737   40.47062867850433      spec-2063-53359-0569.fits  
  324100121943178240    21.913955565645765   40.73273074207562      spec-2043-53351-0524.fits  
  324100121943178240    21.913955565645765   40.73273074207562      spec-2336-53712-0537.fits  
  2470985807415509504   21.926990464517225   -9.62364676226641      spec-2878-54465-0472.fits  
  324026390239545600    22.23100824727814    40.18017756323927      spec-2063-53359-0547.fits  
  2587200200741572992   22.271427767104253   13.565227679694468     spec-4665-56209-0199.fits  
  290058176794427648    22.499918128356857   23.20306027415469      spec-5107-55940-0356.fits  
  290058176794427648    22.499918128356857   23.20306027415469      spec-5115-55885-0018.fits  
  2464924921365648000   23.681777863172773   -9.635466618263514     spec-2878-54465-0032.fits  
  2464607540462628608   24.169515778038132   -10.495710145680185    spec-1915-53612-0127.fits  
  2464633585143919232   24.30834175391861    -10.353702571991168    spec-2865-54503-0293.fits  
  2588613210622211200   24.698305975167084   14.258902326858884     spec-0426-51882-0488.fits  
  2463929073068481792   25.74675737937245    -10.373605171156312    spec-2865-54503-0099.fits  
  2463929073068481792   25.74675737937245    -10.373605171156312    spec-7183-56658-0442.fits  
  2464225670625598720   27.608753186312303   -9.70754330377705      spec-0665-52168-0261.fits  
  2464225670625598720   27.608753186312303   -9.70754330377705      spec-7183-56658-0114.fits  
  2464225670625598720   27.608753186312303   -9.70754330377705      spec-7184-56629-0482.fits  
  2461110200132968960   28.18464412215714    -10.272398092757744    spec-7183-56658-0048.fits  
  2461110200132968960   28.18464412215714    -10.272398092757744    spec-7184-56629-0402.fits  
  2519535945930314240   30.452221111594483   5.898583335978647      spec-3116-54792-0217.fits  
  103664601966964096    30.858856616655306   22.6411557007009       spec-2066-53349-0352.fits  
  2486319493496796544   33.584734661520436   -8.332684936419582     spec-0668-52162-0350.fits  
  2486169581958280704   34.7889719819035     -8.522290661396395     spec-0668-52162-0495.fits  
  2489597549976062464   35.411961836841385   -4.746171415036456     spec-6369-56217-0343.fits  
