Wavelength,Flux,BestFit,SkyFlux
6286.371,4.489,4.905,6.222
6287.819,5.503,4.901,9.361
6289.267,5.781,4.897,11.047
6290.715,5.307,4.893,8.858
6292.164,5.092,4.890,5.760
6293.613,5.236,4.889,4.865
6295.062,5.296,4.885,4.734
6296.511,5.106,4.883,5.398
6297.961,4.775,4.880,8.271
6299.412,4.759,4.882,21.992
6300.862,5.131,4.884,52.872
6302.313,4.794,4.882,61.235
6303.765,4.044,4.883,35.874
6305.216,4.886,4.883,11.150
6306.668,4.547,4.880,9.534
6308.121,4.755,4.876,12.867
6309.573,5.257,4.873,11.763
6311.026,5.316,4.870,7.350
6312.480,4.900,4.871,4.960
6313.933,4.750,4.868,4.499
6315.387,4.962,4.866,4.488
6316.842,4.562,4.865,4.359
6318.296,4.587,4.863,4.565
6319.751,4.844,4.860,4.850
6321.207,4.803,4.861,6.028
6322.662,5.068,4.860,7.007
6324.119,5.618,4.857,6.661
6325.575,4.565,4.856,5.545
6327.032,4.543,4.855,4.828
6328.489,5.159,4.851,5.914
6329.946,5.076,4.847,9.242
6331.404,5.205,4.845,11.207
6332.862,4.690,4.843,9.347
6334.320,4.539,4.840,6.053
6335.779,4.920,4.837,4.917
6337.238,4.699,4.834,4.515
6338.697,4.149,4.830,4.638
6340.157,5.244,4.826,4.523
6341.617,4.904,4.823,4.724
6343.077,4.761,4.820,4.993
6344.538,4.592,4.818,4.898
6345.999,4.575,4.820,4.863
6347.460,4.747,4.822,5.154
6348.922,4.423,4.822,6.261
6350.384,4.785,4.822,6.525
6351.847,4.614,4.821,5.803
6353.309,4.713,4.819,4.898
6354.772,4.936,4.815,5.116
6356.236,4.761,4.812,7.092
6357.700,4.658,4.811,8.791
6359.164,4.919,4.808,8.106
6360.628,4.762,4.805,5.799
6362.093,4.862,4.801,6.520
6363.558,4.917,4.798,14.236
6365.023,4.794,4.795,21.994
6366.489,5.308,4.791,19.135
6367.955,4.753,4.788,10.104
6369.422,4.750,4.786,5.004
6370.888,4.826,4.787,4.345
6372.356,4.870,4.788,4.537
6373.823,5.014,4.789,4.442
6375.291,4.796,4.788,4.461
6376.759,4.337,4.786,4.438
6378.227,4.762,4.785,4.827
6379.696,4.850,4.783,5.514
6381.165,4.521,4.780,5.827
6382.635,4.523,4.776,5.392
6384.105,4.914,4.774,4.885
6385.575,5.254,4.771,5.479
6387.045,4.526,4.770,6.657
6388.516,4.703,4.768,6.786
6389.987,4.892,4.765,5.598
6391.459,4.397,4.760,4.587
6392.931,5.405,4.757,4.360
6394.403,5.261,4.757,4.512
6395.875,4.632,4.757,4.480
6397.348,4.730,4.756,4.278
6398.822,4.841,4.754,4.243
6400.295,4.436,4.751,4.163
6401.769,4.733,4.748,4.173
6403.243,4.647,4.746,4.420
6404.718,4.752,4.744,4.383
6406.193,4.593,4.741,4.355
6407.668,4.412,4.738,4.142
6409.144,4.501,4.735,4.277
6410.619,4.482,4.734,3.982
6412.096,5.136,4.731,4.216
6413.572,4.621,4.727,4.575
6415.049,4.409,4.725,4.974
6416.527,4.851,4.727,4.700
6418.004,5.038,4.728,4.268
6419.482,4.752,4.729,4.595
6420.961,5.073,4.727,5.075
6422.439,4.398,4.724,5.144
6423.918,4.819,4.722,4.718
6425.398,5.429,4.717,4.203
6426.877,4.808,4.714,4.227
6428.357,4.768,4.713,3.921
6429.838,4.917,4.711,4.035
6431.318,4.514,4.707,3.972
6432.799,4.643,4.704,3.955
6434.281,4.946,4.703,4.007
6435.762,4.869,4.701,4.149
6437.244,5.218,4.700,4.129
6438.727,4.933,4.698,3.897
6440.210,4.849,4.697,3.943
6441.693,4.831,4.696,3.896
6443.176,4.711,4.696,3.812
6444.660,4.693,4.693,3.932
6446.144,4.926,4.686,3.996
6447.628,4.579,4.680,3.955
6449.113,4.707,4.674,4.114
6450.598,4.854,4.670,4.387
6452.084,5.077,4.666,4.504
6453.570,5.252,4.663,4.804
6455.056,4.551,4.661,4.806
6456.542,4.812,4.663,4.467
6458.029,5.018,4.666,4.540
6459.516,4.453,4.667,4.734
6461.004,3.968,4.666,4.543
6462.492,4.401,4.665,4.825
6463.980,4.930,4.665,6.039
6465.468,4.746,4.665,7.969
6466.957,4.810,4.663,9.089
6468.447,4.713,4.659,8.126
6469.936,4.544,4.655,6.991
6471.426,4.801,4.651,7.599
6472.916,5.240,4.651,7.829
6474.407,4.718,4.649,6.396
6475.898,4.840,4.648,4.545
6477.389,4.716,4.647,4.472
6478.881,4.535,4.644,5.211
6480.373,4.748,4.641,4.887
6481.865,4.436,4.639,4.240
6483.358,4.352,4.635,3.886
6484.851,4.676,4.631,3.790
6486.344,4.835,4.624,3.674
6487.838,4.994,4.615,3.753
6489.332,4.939,4.609,3.801
6490.826,3.757,4.607,3.673
6492.321,4.263,4.607,3.879
6493.816,4.826,4.608,3.822
6495.312,4.719,4.611,3.844
6496.808,4.475,4.613,4.360
6498.304,4.668,4.615,7.670
6499.800,4.824,4.616,11.517
6501.297,4.226,4.614,10.946
6502.794,4.593,4.611,6.958
6504.292,4.392,4.609,5.274
6505.789,4.215,4.606,6.245
6507.288,4.791,4.602,6.133
6508.786,4.220,4.598,4.999
6510.285,4.416,4.593,4.020
6511.784,4.912,4.587,3.777
6513.284,4.700,4.584,4.091
6514.784,4.026,4.584,4.288
6516.284,4.053,4.583,4.364
6517.785,5.118,4.583,3.914
6519.285,4.811,4.581,3.694
6520.787,5.016,4.577,4.089
6522.288,4.744,4.575,4.869
6523.790,4.358,4.572,5.746
6525.293,4.662,4.569,5.375
6526.795,4.629,4.564,4.584
6528.298,4.660,4.558,4.003
6529.802,4.813,4.554,3.968
6531.306,4.745,4.551,4.408
6532.810,4.432,4.546,7.370
6534.314,4.435,4.542,10.260
6535.819,5.213,4.537,8.923
6537.324,5.028,4.530,5.582
6538.829,4.409,4.520,3.872
6540.335,4.532,4.511,4.025
6541.841,4.602,4.504,4.437
6543.348,4.078,4.496,5.373
6544.855,4.545,4.485,6.377
6546.362,4.126,4.473,6.443
6547.869,4.169,4.459,5.154
6549.377,4.194,4.443,3.891
6550.885,4.128,4.422,4.017
6552.394,4.198,4.392,5.176
6553.903,3.873,4.356,9.334
6555.412,3.170,4.323,11.434
6556.922,3.022,4.298,8.447
6558.432,3.316,4.287,4.656
6559.942,3.329,4.294,3.631
6561.453,3.090,4.317,3.745
6562.964,3.725,4.347,4.038
6564.475,4.096,4.379,4.255
6565.987,4.378,4.405,4.030
6567.499,4.485,4.422,3.996
6569.011,4.368,4.433,5.121
6570.524,4.221,4.442,6.065
6572.037,4.284,4.451,5.257
6573.550,4.199,4.460,4.428
6575.064,4.116,4.466,4.237
6576.578,3.834,4.469,5.969
6578.093,4.038,4.471,9.090
6579.608,4.873,4.473,9.439
6581.123,4.773,4.473,6.416
6582.638,4.570,4.474,4.147
6584.154,4.302,4.474,3.757
6585.671,4.270,4.474,3.936
6587.187,4.170,4.473,3.917
6588.704,4.040,4.474,3.799
6590.221,4.736,4.475,3.774
6591.739,4.304,4.474,4.066
6593.257,3.913,4.474,3.911
6594.775,4.535,4.474,3.968
6596.294,4.759,4.475,4.701
6597.813,4.008,4.473,5.269
6599.332,4.812,4.470,5.124
6600.852,4.473,4.469,4.119
6602.372,4.142,4.468,3.879
6603.893,4.472,4.467,5.535
6605.413,4.543,4.465,6.987
6606.934,4.111,4.464,6.524
6608.456,4.809,4.463,4.554
6609.978,4.274,4.460,3.770
6611.500,4.538,4.457,3.811
6613.022,4.548,4.456,3.578
6614.545,4.319,4.456,3.642
6616.069,4.517,4.455,3.674
6617.592,4.404,4.453,3.696
6619.116,4.917,4.451,3.635
6620.640,4.161,4.447,3.721
6622.165,4.105,4.442,3.779
6623.690,4.594,4.439,3.656
6625.215,4.377,4.439,3.694
6626.741,4.531,4.438,3.893
6628.267,4.338,4.436,4.274
6629.793,4.566,4.434,4.423
6631.320,5.040,4.433,4.257
6632.847,4.899,4.431,3.985
6634.375,4.286,4.430,4.659
6635.903,4.811,4.429,5.278
6637.431,4.575,4.427,4.928
6638.959,4.038,4.424,4.097
6640.488,4.139,4.421,4.009
6642.017,4.645,4.420,3.908
6643.547,4.726,4.417,3.774
6645.077,4.406,4.416,3.620
6646.607,4.593,4.414,3.520
6648.138,4.526,4.411,3.437
6649.669,4.556,4.408,3.660
6651.200,4.782,4.405,3.731
6652.732,4.755,4.403,3.743
6654.264,4.284,4.400,3.821
6655.796,4.271,4.397,3.767
6657.329,4.177,4.395,3.820
6658.862,4.250,4.394,3.691
6660.395,4.408,4.392,3.895
6661.929,4.466,4.390,3.877
6663.463,4.703,4.389,3.995
6664.998,4.431,4.387,3.979
6666.532,4.725,4.383,3.895
6668.068,4.375,4.379,4.321
6669.603,3.956,4.376,4.357
6671.139,4.375,4.373,4.056
6672.675,4.041,4.371,3.659
6674.212,4.065,4.370,3.659
6675.749,3.800,4.367,3.674
6677.286,3.916,4.366,3.619
6678.824,4.228,4.365,3.632
6680.362,4.220,4.364,3.616
6681.900,4.474,4.363,3.560
6683.439,4.402,4.361,3.628
6684.978,3.845,4.359,3.730
6686.518,4.102,4.357,3.862
6688.058,4.638,4.355,3.701
6689.598,4.251,4.352,3.668
6691.138,3.922,4.350,3.685
6692.679,4.551,4.348,3.701
6694.220,4.617,4.346,3.513
6695.762,4.265,4.344,3.528
6697.304,4.205,4.341,3.546
6698.846,4.485,4.339,3.905
6700.389,4.295,4.337,4.123
6701.932,4.120,4.334,4.099
6703.475,4.629,4.332,3.948
6705.019,4.751,4.330,3.992
6706.563,4.395,4.328,4.075
6708.107,4.258,4.326,4.167
6709.652,4.299,4.323,4.094
6711.197,4.654,4.320,3.990
6712.743,4.618,4.318,3.933
6714.289,4.568,4.316,3.726
6715.835,4.499,4.314,3.862
6717.381,4.241,4.310,3.854
6718.928,4.311,4.308,3.660
6720.475,4.425,4.309,3.525
6722.023,4.319,4.304,3.716
6723.571,4.281,4.299,3.624
6725.119,4.346,4.300,3.595
6726.668,4.336,4.303,3.546
6728.217,4.308,4.300,3.623
6729.767,4.278,4.296,3.445
6731.316,4.702,4.294,3.656
6732.866,4.635,4.292,3.767
6734.417,4.300,4.290,3.587
6735.968,4.391,4.289,3.532
6737.519,4.237,4.286,3.511
6739.071,4.340,4.283,3.651
6740.622,4.284,4.280,3.946
6742.175,4.213,4.278,4.056
6743.727,4.248,4.277,3.925
6745.280,4.252,4.275,4.094
6746.834,4.130,4.274,4.032
6748.387,4.227,4.272,3.881
6749.941,3.743,4.270,3.877
6751.496,3.801,4.268,3.692
6753.051,4.267,4.266,3.691
6754.606,4.285,4.265,3.517
6756.161,4.447,4.265,3.470
6757.717,4.319,4.264,3.724
6759.273,4.252,4.263,3.652
6760.830,4.083,4.261,3.483
6762.387,4.175,4.259,3.573
6763.944,4.526,4.258,3.540
6765.502,3.927,4.257,3.577
6767.060,4.141,4.255,3.411
6768.618,4.105,4.254,3.578
6770.177,4.040,4.253,3.652
6771.736,4.298,4.253,3.705
6773.295,4.610,4.251,3.516
6774.855,4.404,4.249,3.563
6776.415,4.148,4.248,3.476
6777.976,4.366,4.243,3.463
6779.536,4.248,4.236,3.489
6781.098,4.020,4.234,3.396
6782.659,4.256,4.236,3.415
6784.221,4.110,4.236,3.448
6785.784,4.141,4.234,3.694
6787.346,4.209,4.233,3.561
6788.909,4.249,4.230,3.613
6790.473,4.412,4.227,3.689
6792.036,4.488,4.224,3.408
6793.600,3.857,4.222,3.307
6795.165,4.274,4.221,3.184
6796.730,4.365,4.220,3.454
6798.295,4.192,4.219,3.467
6799.860,4.034,4.217,3.478
6801.426,4.073,4.214,3.562
6802.993,4.614,4.212,3.322
6804.559,4.301,4.209,3.450
6806.126,3.958,4.207,3.423
6807.694,4.236,4.207,3.448
6809.261,4.296,4.206,3.633
6810.829,3.847,4.204,3.552
6812.398,4.798,4.203,3.440
6813.967,4.105,4.201,3.427
6815.536,3.900,4.198,3.524
6817.105,4.224,4.196,3.458
6818.675,4.248,4.195,3.503
6820.245,4.001,4.193,3.476
6821.816,4.492,4.191,3.389
6823.387,4.352,4.189,3.333
6824.958,4.510,4.187,3.557
6826.530,4.667,4.184,4.704
6828.102,4.537,4.182,9.281
6829.674,4.432,4.180,15.701
6831.247,4.668,4.179,17.331
6832.820,4.458,4.177,13.480
6834.394,4.390,4.175,13.800
6835.968,4.368,4.172,15.658
6837.542,4.411,4.170,11.459
6839.116,4.518,4.168,5.651
6840.691,4.195,4.167,4.472
6842.267,4.160,4.165,6.192
6843.842,4.395,4.163,6.708
6845.418,4.398,4.161,5.124
6846.995,4.148,4.159,3.840
6848.572,4.052,4.157,3.377
6850.149,4.219,4.156,3.656
6851.726,4.194,4.154,3.839
6853.304,3.999,4.152,3.849
6854.882,4.080,4.150,3.686
6856.461,4.192,4.148,3.491
6858.040,4.057,4.147,3.525
6859.619,4.365,4.145,3.546
6861.199,4.022,4.143,4.015
6862.779,4.115,4.141,8.636
6864.359,4.552,4.139,20.083
6865.940,4.654,4.137,23.755
6867.521,4.365,4.135,15.635
6869.103,4.601,4.134,6.354
6870.684,4.255,4.132,5.546
6872.267,3.829,4.130,7.197
6873.849,4.067,4.128,6.330
6875.432,4.301,4.126,4.485
6877.015,3.770,4.124,3.490
6878.599,3.759,4.123,3.727
6880.183,4.000,4.121,4.257
6881.768,4.398,4.119,5.917
6883.352,4.201,4.117,6.264
6884.937,3.841,4.115,5.098
6886.523,4.025,4.114,3.954
6888.109,3.814,4.112,4.723
6889.695,4.211,4.110,7.516
6891.282,4.374,4.109,8.627
6892.869,4.300,4.107,6.526
6894.456,4.152,4.105,4.193
6896.044,4.034,4.103,4.095
6897.632,4.168,4.102,3.804
6899.220,3.904,4.100,4.022
6900.809,4.409,4.098,6.327
6902.398,4.795,4.097,8.418
6903.988,4.410,4.095,7.161
6905.577,3.835,4.093,4.502
6907.168,3.937,4.091,3.516
6908.758,3.947,4.090,3.473
6910.349,4.096,4.088,3.778
6911.941,4.337,4.086,5.673
6913.532,4.270,4.084,9.572
6915.124,3.671,4.083,9.945
6916.717,3.301,4.081,6.324
6918.310,4.529,4.079,3.642
6919.903,4.113,4.077,3.413
6921.496,4.192,4.076,4.557
6923.090,4.657,4.074,10.265
6924.685,3.790,4.072,15.746
6926.279,4.089,4.070,12.944
6927.874,4.139,4.068,5.970
6929.470,4.058,4.066,3.727
6931.065,3.950,4.065,3.614
6932.662,3.814,4.063,3.656
6934.258,3.703,4.061,3.364
6935.855,3.771,4.059,3.487
6937.452,4.079,4.057,3.571
6939.050,3.832,4.055,5.992
6940.648,3.932,4.053,9.469
6942.246,4.278,4.052,8.835
6943.845,4.171,4.050,5.424
6945.444,4.454,4.048,3.580
6947.043,4.175,4.046,3.970
6948.643,4.422,4.044,9.327
6950.243,4.414,4.043,16.559
6951.844,3.963,4.041,15.363
6953.445,3.787,4.039,7.731
6955.046,3.817,4.037,4.082
6956.648,3.907,4.035,3.855
6958.250,4.389,4.033,3.947
6959.852,4.216,4.031,4.097
6961.455,3.976,4.030,3.954
6963.058,4.541,4.028,3.675
6964.661,3.920,4.026,3.686
6966.265,3.970,4.023,3.920
6967.869,3.754,4.022,4.097
6969.474,3.867,4.021,5.500
6971.079,4.109,4.018,7.505
6972.684,3.818,4.015,7.391
6974.290,4.034,4.013,4.867
6975.896,4.060,4.012,3.654
6977.502,4.541,4.010,5.780
6979.109,3.932,4.009,11.292
6980.716,3.194,4.008,12.710
6982.324,4.164,4.007,7.933
6983.932,4.284,4.005,4.227
6985.540,3.766,4.003,4.041
6987.149,3.501,4.001,4.011
6988.758,3.871,4.000,4.015
6990.367,4.244,3.998,3.794
6991.977,3.957,3.995,3.795
6993.587,3.728,3.993,3.559
6995.198,3.402,3.992,3.657
6996.809,4.174,3.990,3.793
6998.420,4.316,3.988,3.941
7000.032,3.763,3.986,4.079
7001.644,3.966,3.983,3.898
7003.256,4.100,3.981,4.503
7004.869,4.260,3.980,5.821
7006.482,4.275,3.979,5.626
7008.095,3.950,3.977,4.054
7009.709,3.854,3.977,3.762
7011.323,4.240,3.975,5.962
7012.938,3.723,3.973,7.979
7014.553,4.097,3.972,6.832
7016.168,3.939,3.971,4.102
7017.784,3.686,3.969,3.172
7019.400,3.817,3.966,3.300
7021.017,3.963,3.965,3.295
7022.633,3.857,3.964,3.382
7024.251,3.987,3.961,3.182
7025.868,3.888,3.960,3.195
7027.486,3.982,3.959,3.134
7029.105,4.021,3.958,3.438
7030.723,3.541,3.956,3.522
7032.342,3.604,3.955,3.532
7033.962,3.832,3.954,3.483
7035.582,3.848,3.952,3.206
7037.202,3.975,3.950,3.212
7038.822,4.076,3.947,3.202
7040.443,3.878,3.945,3.607
7042.065,4.014,3.943,4.270
7043.686,3.570,3.942,4.629
7045.308,4.084,3.940,4.256
7046.931,4.203,3.938,4.942
7048.553,3.891,3.937,6.881
7050.177,4.227,3.935,7.669
7051.800,3.786,3.931,6.658
7053.424,3.736,3.926,5.146
7055.048,3.993,3.923,4.812
7056.673,3.986,3.921,4.144
7058.298,3.827,3.919,3.762
7059.924,3.766,3.915,3.536
7061.549,3.172,3.916,3.670
7063.176,3.802,3.918,3.912
7064.802,3.971,3.918,4.245
7066.429,4.133,3.916,4.371
7068.056,4.250,3.913,4.387
7069.684,3.753,3.911,4.421
7071.312,3.942,3.908,4.325
7072.940,4.213,3.903,4.197
7074.569,3.776,3.901,4.350
7076.198,3.525,3.903,4.294
7077.828,3.909,3.904,4.164
7079.458,4.169,3.903,4.154
7081.088,3.700,3.900,4.206
7082.719,4.237,3.895,4.635
7084.350,3.852,3.893,4.845
7085.981,3.630,3.893,4.325
7087.613,4.143,3.892,4.138
7089.245,4.312,3.890,5.066
7090.878,3.854,3.888,5.521
7092.511,3.775,3.886,4.961
7094.144,4.000,3.883,4.108
7095.778,4.094,3.882,3.717
7097.412,4.128,3.881,3.464
7099.046,4.309,3.879,3.469
7100.681,4.086,3.877,3.528
7102.316,3.979,3.875,3.475
7103.952,3.772,3.872,3.576
7105.588,3.808,3.870,3.729
7107.224,3.837,3.868,3.549
7108.861,3.497,3.866,3.499
7110.498,3.793,3.863,3.668
7112.135,3.678,3.861,3.488
7113.773,4.046,3.860,3.443
7115.411,3.945,3.859,3.475
7117.050,3.545,3.859,3.549
7118.689,3.906,3.858,3.439
7120.328,3.869,3.857,3.454
7121.968,3.891,3.855,3.420
7123.608,4.072,3.852,3.311
7125.248,3.970,3.851,3.435
7126.889,3.796,3.849,3.652
7128.530,4.101,3.847,4.127
7130.172,4.279,3.846,4.316
7131.814,3.904,3.843,3.850
7133.456,3.507,3.841,4.083
7135.099,3.685,3.840,4.166
7136.742,4.078,3.838,3.888
7138.386,4.032,3.836,3.492
7140.029,4.177,3.834,3.342
7141.674,4.105,3.832,3.804
7143.318,3.905,3.830,4.887
7144.963,4.043,3.828,5.663
7146.609,3.944,3.827,5.556
7148.254,3.265,3.825,5.336
7149.901,4.048,3.823,4.696
7151.547,3.586,3.821,4.201
7153.194,3.135,3.819,3.852
7154.841,3.560,3.818,3.604
7156.489,4.145,3.816,3.466
7158.137,3.974,3.814,3.742
7159.785,4.001,3.812,3.922
7161.434,3.575,3.809,4.139
7163.083,3.707,3.807,4.175
7164.733,3.657,3.805,4.354
7166.383,3.535,3.803,4.400
7168.033,4.029,3.802,4.309
7169.684,3.687,3.800,4.237
7171.335,3.904,3.798,4.106
7172.986,3.616,3.796,4.117
7174.638,3.632,3.794,4.161
7176.290,3.826,3.792,4.375
7177.943,3.288,3.790,4.610
7179.596,3.493,3.788,4.563
7181.249,3.914,3.786,4.440
7182.903,3.823,3.784,4.283
7184.557,3.827,3.782,4.154
7186.212,3.902,3.781,3.717
7187.866,3.596,3.780,3.440
7189.522,3.943,3.779,3.335
7191.177,3.883,3.778,3.542
7192.833,3.675,3.776,3.400
7194.490,3.910,3.775,3.251
7196.147,4.080,3.773,3.303
7197.804,3.526,3.772,3.238
7199.461,3.646,3.770,3.190
7201.119,3.647,3.768,3.684
7202.778,3.876,3.767,3.485
7204.436,3.710,3.765,3.454
7206.095,3.635,3.763,3.273
7207.755,4.281,3.762,3.168
7209.415,3.446,3.760,3.333
7211.075,3.686,3.758,3.264
7212.735,3.733,3.756,3.140
7214.396,3.587,3.755,3.258
7216.058,3.659,3.753,3.092
7217.719,3.830,3.751,3.161
7219.382,3.816,3.749,3.240
7221.044,3.465,3.747,3.408
7222.707,3.873,3.745,4.034
7224.370,4.012,3.744,4.482
7226.034,3.642,3.742,4.171
7227.698,3.812,3.740,3.909
7229.362,4.178,3.738,3.779
7231.027,3.961,3.736,4.047
7232.692,3.307,3.735,3.818
7234.358,3.575,3.733,4.218
7236.024,4.094,3.731,4.358
7237.690,3.374,3.730,6.179
7239.357,3.716,3.728,17.624
7241.024,4.254,3.726,34.369
7242.692,3.774,3.724,36.609
7244.360,3.909,3.723,30.818
7246.028,4.539,3.721,35.337
7247.697,4.070,3.719,33.550
7249.366,4.282,3.717,16.965
7251.035,3.493,3.715,6.630
7252.705,3.582,3.714,6.866
7254.375,4.088,3.712,10.119
7256.046,4.112,3.710,10.693
7257.717,3.815,3.709,7.552
7259.388,3.685,3.707,5.015
7261.060,3.427,3.705,4.133
7262.732,3.718,3.703,4.035
7264.404,3.873,3.702,4.256
7266.077,3.554,3.700,4.358
7267.750,3.417,3.698,4.642
7269.424,3.800,3.697,5.454
7271.098,3.971,3.694,5.547
7272.772,3.512,3.693,5.049
7274.447,3.498,3.680,8.125
7276.122,3.842,3.656,28.955
7277.798,3.632,3.662,51.592
7279.474,4.151,3.680,39.002
7281.150,4.120,3.684,12.819
7282.827,3.804,3.683,7.375
7284.504,3.838,3.682,14.540
7286.182,3.955,3.680,20.857
7287.860,3.702,3.678,15.863
7289.538,4.178,3.676,6.653
7291.217,3.977,3.674,4.690
7292.896,3.397,3.673,4.773
7294.575,3.262,3.671,5.003
7296.255,3.401,3.669,7.363
7297.935,3.207,3.667,8.975
7299.616,3.570,3.665,6.712
7301.297,3.689,3.663,4.039
7302.978,3.362,3.661,6.406
7304.660,3.434,3.659,13.392
7306.342,3.858,3.657,13.643
7308.025,3.801,3.655,7.709
7309.708,3.748,3.654,4.465
7311.391,3.075,3.651,4.677
7313.075,3.836,3.649,5.218
7314.759,4.088,3.647,7.755
7316.443,3.509,3.645,25.513
7318.128,4.031,3.644,38.057
7319.813,3.844,3.643,25.639
7321.499,3.952,3.642,6.977
7323.185,3.800,3.640,3.465
7324.871,3.464,3.639,3.370
7326.558,3.287,3.637,3.554
7328.245,3.247,3.635,7.205
7329.933,3.085,3.634,16.925
7331.621,3.882,3.632,18.763
7333.309,3.954,3.631,10.748
7334.998,3.627,3.629,4.488
7336.687,3.615,3.627,3.665
7338.377,3.626,3.626,4.003
7340.067,3.183,3.624,14.503
7341.757,3.807,3.623,38.988
7343.448,3.289,3.621,41.612
7345.139,3.291,3.620,19.274
7346.830,3.912,3.618,5.745
7348.522,3.228,3.617,4.411
7350.214,3.681,3.615,4.231
7351.907,3.589,3.614,4.945
7353.600,3.436,3.612,5.172
7355.293,3.576,3.610,4.719
7356.987,3.692,3.609,5.375
7358.681,3.614,3.607,12.163
7360.376,4.243,3.606,18.705
7362.071,3.927,3.604,14.281
7363.766,3.509,3.602,6.157
7365.462,3.570,3.601,4.440
7367.158,3.623,3.599,5.284
7368.855,3.255,3.598,15.638
7370.552,3.904,3.596,33.687
7372.249,4.496,3.595,31.017
7373.947,4.103,3.593,12.415
7375.645,3.316,3.591,4.888
7377.343,3.156,3.589,4.252
7379.042,3.839,3.587,3.934
7380.742,4.191,3.585,3.954
7382.441,4.120,3.584,3.703
7384.141,3.767,3.582,3.766
7385.842,3.561,3.580,3.552
7387.543,3.486,3.579,3.525
7389.244,3.253,3.578,3.764
7390.946,3.411,3.577,5.720
7392.648,3.733,3.575,11.952
7394.350,3.528,3.573,14.881
7396.053,3.594,3.572,9.381
7397.756,3.777,3.570,4.036
7399.460,3.270,3.567,3.966
7401.164,3.901,3.564,10.042
7402.868,3.771,3.563,22.588
7404.573,3.647,3.560,23.119
7406.278,3.640,3.558,10.631
7407.983,3.598,3.557,3.844
7409.689,3.629,3.556,3.186
7411.396,3.610,3.555,3.448
7413.102,3.580,3.554,4.054
7414.810,3.585,3.553,4.239
7416.517,3.573,3.550,4.134
7418.225,3.456,3.548,3.945
7419.933,3.302,3.547,3.645
7421.642,3.436,3.547,3.403
7423.351,3.229,3.547,3.465
7425.061,3.664,3.547,3.456
7426.770,3.649,3.546,3.231
7428.481,3.299,3.545,4.118
7430.191,3.943,3.543,7.934
7431.902,3.607,3.540,9.783
7433.614,3.802,3.538,6.886
7435.326,3.639,3.535,3.868
7437.038,3.645,3.531,4.836
7438.751,3.937,3.530,11.073
7440.464,3.853,3.528,15.292
7442.177,4.231,3.528,10.369
7443.891,3.230,3.528,4.542
7445.605,3.339,3.526,3.424
7447.320,3.679,3.525,3.245
7449.035,3.461,3.524,3.248
7450.750,3.740,3.523,3.335
7452.466,4.053,3.520,3.365
7454.182,3.948,3.518,3.367
7455.899,3.602,3.517,3.454
7457.616,3.402,3.515,3.484
7459.333,3.462,3.513,3.535
7461.051,3.573,3.511,3.976
7462.769,3.580,3.509,4.937
7464.488,3.268,3.509,5.806
7466.207,3.390,3.508,6.481
7467.926,3.721,3.508,7.151
7469.646,3.754,3.506,6.769
7471.366,3.482,3.503,7.646
7473.086,3.412,3.501,10.455
7474.807,3.457,3.499,11.968
7476.529,3.222,3.498,9.185
7478.250,3.346,3.496,6.681
7479.972,3.668,3.494,9.346
7481.695,3.309,3.493,12.272
7483.418,3.430,3.491,12.114
7485.141,3.472,3.490,11.913
7486.865,3.565,3.488,9.072
7488.589,3.540,3.486,5.030
7490.314,3.357,3.484,3.982
7492.038,3.422,3.483,3.708
7493.764,3.863,3.481,4.807
7495.489,3.029,3.480,6.020
7497.216,3.260,3.479,5.088
7498.942,3.596,3.478,3.658
7500.669,3.367,3.475,3.483
7502.396,3.658,3.474,3.670
7504.124,3.306,3.472,3.499
7505.852,3.454,3.470,3.203
7507.581,3.546,3.468,3.298
7509.309,3.421,3.466,3.375
7511.039,3.410,3.465,3.276
7512.768,3.654,3.464,3.216
7514.498,3.589,3.463,3.201
7516.229,3.889,3.462,3.627
7517.960,3.580,3.460,5.069
7519.691,3.355,3.458,5.758
7521.423,3.485,3.457,5.144
7523.155,3.240,3.455,10.415
7524.887,3.518,3.453,24.285
7526.620,3.538,3.452,25.919
7528.353,4.094,3.450,12.923
7530.087,3.943,3.449,6.958
7531.821,3.318,3.448,9.337
7533.556,3.931,3.446,8.981
7535.291,3.358,3.445,5.363
7537.026,3.614,3.443,3.757
7538.761,3.667,3.442,3.847
7540.497,3.567,3.440,4.627
7542.234,3.635,3.439,5.371
7543.971,3.570,3.437,4.722
7545.708,3.411,3.436,3.741
7547.446,3.300,3.434,3.409
7549.184,3.355,3.433,3.553
7550.922,3.420,3.431,3.454
7552.661,3.363,3.429,3.438
7554.400,3.270,3.428,3.695
7556.140,3.324,3.426,4.216
7557.880,3.753,3.424,6.777
7559.621,3.512,3.422,8.142
7561.361,3.279,3.421,6.288
7563.103,3.297,3.419,4.138
7564.844,3.008,3.417,3.726
7566.586,3.850,3.416,3.814
7568.329,3.314,3.414,5.013
7570.072,2.950,3.412,6.442
7571.815,3.612,3.411,13.082
7573.559,4.317,3.409,19.369
7575.303,3.822,3.408,15.305
7577.047,3.541,3.406,6.948
7578.792,3.449,3.404,3.887
7580.537,3.308,3.402,3.234
7582.283,3.274,3.400,3.233
7584.029,3.373,3.399,3.451
7585.776,3.338,3.398,5.858
7587.523,3.285,3.396,9.501
7589.270,3.554,3.394,8.300
7591.018,3.255,3.393,4.710
7592.766,3.126,3.392,3.562
7594.514,3.382,3.390,3.456
