Wavelength,Flux,BestFit,SkyFlux
4305.266,10.555,10.853,4.292
4306.258,11.088,10.850,4.505
4307.249,12.265,10.835,4.638
4308.241,10.515,10.810,5.227
4309.233,11.333,10.781,5.665
4310.226,11.009,10.750,5.776
4311.218,11.068,10.721,5.550
4312.211,11.470,10.701,5.478
4313.204,10.420,10.696,5.804
4314.197,10.808,10.700,6.906
4315.191,10.967,10.704,7.166
4316.184,10.260,10.699,7.272
4317.178,9.730,10.680,7.032
4318.173,10.178,10.648,6.877
4319.167,10.857,10.604,6.775
4320.162,10.070,10.554,6.775
4321.157,10.640,10.508,6.802
4322.152,10.796,10.468,6.735
4323.147,9.530,10.429,5.929
4324.143,9.332,10.386,4.838
4325.138,11.426,10.345,4.557
4326.134,9.736,10.309,5.305
4327.131,9.918,10.268,5.659
4328.127,10.969,10.213,5.383
4329.124,11.195,10.139,4.939
4330.121,10.849,10.050,4.722
4331.118,10.749,9.943,5.159
4332.115,9.958,9.817,5.219
4333.113,11.022,9.670,5.001
4334.111,9.289,9.508,5.044
4335.109,8.335,9.355,5.118
4336.107,9.581,9.237,5.082
4337.106,9.478,9.171,5.184
4338.104,7.640,9.166,5.207
4339.103,8.994,9.222,4.745
4340.103,8.279,9.330,4.099
4341.102,8.261,9.471,3.980
4342.102,9.874,9.620,4.379
4343.102,10.120,9.755,4.807
4344.102,10.179,9.863,5.153
4345.102,10.765,9.944,5.225
4346.103,10.566,10.001,5.284
4347.104,10.539,10.046,5.549
4348.105,11.076,10.090,5.999
4349.106,10.932,10.138,6.178
4350.108,9.614,10.192,6.326
4351.109,10.588,10.250,5.792
4352.111,11.956,10.312,5.115
4353.114,11.544,10.375,4.870
4354.116,10.118,10.430,4.943
4355.119,9.908,10.472,4.929
4356.122,10.239,10.505,5.327
4357.125,10.142,10.531,7.930
4358.128,10.874,10.556,15.571
4359.132,11.762,10.584,22.375
4360.136,11.296,10.608,21.781
4361.140,9.766,10.620,14.237
4362.144,10.471,10.615,8.426
4363.149,10.501,10.602,6.707
4364.153,10.044,10.588,6.091
4365.158,10.157,10.579,5.522
4366.164,10.544,10.576,5.401
4367.169,10.609,10.575,5.412
4368.175,11.689,10.571,5.510
4369.181,10.843,10.561,5.357
4370.187,11.268,10.551,5.244
4371.193,11.535,10.552,4.937
4372.200,10.730,10.563,4.782
4373.207,10.302,10.579,5.052
4374.214,10.323,10.603,5.269
4375.221,10.739,10.629,5.578
4376.229,11.152,10.645,6.114
4377.236,10.954,10.633,6.278
4378.244,10.291,10.594,6.198
4379.253,10.118,10.541,6.020
4380.261,10.859,10.491,5.621
4381.270,10.539,10.459,5.488
4382.279,9.473,10.450,5.492
4383.288,10.210,10.461,5.239
4384.297,11.425,10.486,4.777
4385.307,10.152,10.519,4.908
4386.317,9.964,10.548,4.905
4387.327,8.810,10.557,5.039
4388.337,10.030,10.545,5.058
4389.348,10.968,10.523,4.875
4390.359,10.352,10.501,4.683
4391.370,10.661,10.484,5.075
4392.381,11.962,10.472,5.127
4393.392,10.342,10.462,5.329
4394.404,10.062,10.455,5.317
4395.416,10.678,10.457,5.114
4396.428,10.685,10.460,5.042
4397.441,10.553,10.459,5.230
4398.453,11.120,10.454,5.110
4399.466,10.393,10.454,4.989
4400.479,10.550,10.461,5.519
4401.493,10.296,10.472,5.966
4402.506,10.087,10.483,6.300
4403.520,11.484,10.489,6.524
4404.534,10.636,10.495,6.558
4405.549,9.757,10.500,6.953
4406.563,9.399,10.501,7.437
4407.578,10.219,10.491,7.537
4408.593,10.840,10.471,7.867
4409.608,10.035,10.442,7.674
4410.624,11.415,10.404,7.237
4411.639,10.701,10.364,7.187
4412.655,10.932,10.333,7.552
4413.671,10.675,10.320,7.749
4414.688,9.676,10.328,7.170
4415.704,9.996,10.353,7.041
4416.721,10.162,10.384,7.743
4417.738,11.041,10.413,7.462
4418.756,10.486,10.433,6.573
4419.773,9.839,10.440,6.656
4420.791,10.674,10.435,7.506
4421.809,12.048,10.430,7.980
4422.827,11.315,10.427,7.403
4423.846,9.981,10.422,6.698
4424.865,10.483,10.415,6.679
4425.884,10.932,10.410,7.111
4426.903,10.558,10.403,7.448
4427.922,10.786,10.388,7.298
4428.942,10.633,10.368,6.649
4429.962,9.769,10.352,6.294
4430.982,10.097,10.344,6.009
4432.003,10.888,10.345,6.449
4433.023,10.703,10.354,6.716
4434.044,9.936,10.365,6.555
4435.065,11.012,10.370,5.478
4436.086,10.357,10.361,5.013
4437.108,10.328,10.333,5.437
4438.130,11.083,10.296,6.063
4439.152,11.045,10.260,6.648
4440.174,10.117,10.235,6.507
4441.197,11.400,10.224,6.241
4442.219,10.557,10.229,5.979
4443.242,10.781,10.246,5.400
4444.266,10.749,10.265,5.384
4445.289,9.838,10.278,5.601
4446.313,10.001,10.281,6.197
4447.337,10.655,10.269,6.423
4448.361,11.473,10.247,5.922
4449.385,10.261,10.224,5.437
4450.410,9.717,10.208,5.392
4451.435,10.399,10.195,5.564
4452.460,9.655,10.181,5.520
4453.485,9.001,10.171,5.213
4454.511,10.375,10.167,4.855
4455.536,10.518,10.170,4.794
4456.562,9.720,10.175,4.833
4457.589,9.308,10.177,4.889
4458.615,9.150,10.174,4.857
4459.642,8.655,10.168,4.666
4460.669,10.604,10.157,4.446
4461.696,10.839,10.140,4.621
4462.724,9.883,10.117,4.670
4463.751,9.594,10.096,4.763
4464.779,9.982,10.083,5.012
4465.808,9.958,10.083,5.027
4466.836,8.594,10.094,5.200
4467.865,8.580,10.112,5.169
4468.893,8.507,10.133,4.914
4469.923,8.310,10.153,4.598
4470.952,9.626,10.168,4.449
4471.982,9.327,10.174,4.363
4473.011,9.023,10.162,4.586
4474.041,9.455,10.130,4.899
4475.072,10.210,10.080,5.412
4476.102,10.691,10.025,5.388
4477.133,10.548,9.980,5.236
4478.164,9.879,9.958,4.850
4479.195,10.679,9.962,4.744
4480.227,10.364,9.991,4.644
4481.259,9.871,10.033,4.398
4482.290,10.069,10.067,4.328
4483.323,10.088,10.078,4.589
4484.355,10.218,10.069,5.179
4485.388,9.545,10.052,5.496
4486.421,10.118,10.035,5.454
4487.454,10.511,10.022,5.226
4488.487,10.044,10.017,4.930
4489.521,10.191,10.025,4.688
4490.555,10.464,10.041,4.574
4491.589,10.025,10.058,4.639
4492.623,10.098,10.070,5.148
4493.658,10.193,10.071,5.475
4494.693,9.964,10.062,5.308
4495.728,10.158,10.049,5.273
4496.763,10.820,10.039,5.286
4497.799,10.209,10.035,5.344
4498.834,10.304,10.036,5.305
4499.870,10.501,10.040,5.213
4500.907,10.022,10.046,5.254
4501.943,9.646,10.049,4.969
4502.980,9.969,10.045,4.938
4504.017,9.799,10.036,5.115
4505.054,10.756,10.027,5.042
4506.091,10.723,10.021,5.278
4507.129,9.490,10.017,5.288
4508.167,9.753,10.014,5.313
4509.205,10.324,10.008,5.338
4510.244,10.354,9.997,5.230
4511.282,10.286,9.980,5.137
4512.321,10.020,9.962,5.117
4513.360,9.285,9.946,4.959
4514.400,8.719,9.930,5.158
4515.439,9.972,9.913,5.069
4516.479,10.018,9.897,5.052
4517.519,10.381,9.882,4.859
4518.559,10.772,9.869,4.743
4519.600,10.502,9.859,4.791
4520.641,10.043,9.854,5.020
4521.682,10.001,9.848,5.526
4522.723,9.322,9.838,5.877
4523.765,9.450,9.827,5.811
4524.806,9.408,9.817,5.531
4525.848,9.219,9.808,5.289
4526.891,10.201,9.794,5.345
4527.933,10.295,9.778,5.530
4528.976,10.775,9.764,5.566
4530.019,9.576,9.759,5.983
4531.062,8.764,9.766,5.819
4532.105,8.906,9.783,6.228
4533.149,8.207,9.803,6.599
4534.193,9.342,9.822,6.414
4535.237,9.513,9.838,6.115
4536.282,10.279,9.847,6.110
4537.326,9.517,9.848,6.109
4538.371,8.150,9.843,6.388
4539.416,9.542,9.835,6.325
4540.462,8.524,9.825,6.171
4541.507,9.200,9.809,5.868
4542.553,9.547,9.780,6.043
4543.599,9.708,9.738,6.356
4544.645,9.985,9.695,6.503
4545.692,9.599,9.663,6.445
4546.739,9.514,9.643,6.437
4547.786,9.276,9.631,6.514
4548.833,9.322,9.627,6.367
4549.881,9.545,9.631,5.870
4550.928,9.383,9.634,5.733
4551.976,8.911,9.630,5.886
4553.025,9.652,9.626,6.013
4554.073,8.930,9.636,6.197
4555.122,9.691,9.659,5.863
4556.171,10.207,9.685,5.419
4557.220,9.461,9.700,5.052
4558.270,9.402,9.703,5.369
4559.319,9.063,9.696,5.655
4560.369,9.407,9.687,5.905
4561.419,9.206,9.684,5.528
4562.470,9.495,9.687,5.269
4563.520,10.459,9.694,5.145
4564.571,10.485,9.698,5.066
4565.623,10.147,9.693,5.027
4566.674,10.105,9.682,4.913
4567.726,10.069,9.669,4.874
4568.777,9.686,9.657,5.214
4569.830,9.515,9.648,5.257
4570.882,10.187,9.642,5.313
4571.935,9.981,9.642,4.965
4572.987,9.293,9.640,4.724
4574.040,9.671,9.632,4.747
4575.094,9.744,9.617,5.079
4576.147,9.255,9.597,5.264
4577.201,9.620,9.570,5.184
4578.255,8.923,9.541,5.492
4579.310,9.630,9.516,5.602
4580.364,9.866,9.501,5.922
4581.419,9.565,9.497,5.912
4582.474,9.243,9.501,6.015
4583.529,9.002,9.508,5.866
4584.585,9.810,9.512,5.581
4585.640,9.172,9.512,5.490
4586.696,9.126,9.512,5.548
4587.753,9.715,9.517,5.412
4588.809,9.746,9.525,5.431
4589.866,9.188,9.535,5.574
4590.923,9.930,9.542,5.538
4591.980,9.959,9.547,4.926
4593.038,9.425,9.549,4.863
4594.095,9.579,9.549,5.099
4595.153,9.962,9.545,5.257
4596.211,9.131,9.540,4.820
4597.270,9.291,9.537,4.610
4598.329,9.991,9.533,5.073
4599.387,9.292,9.528,5.258
4600.447,9.078,9.525,4.891
4601.506,9.915,9.525,4.473
4602.566,9.583,9.526,4.337
4603.626,9.346,9.523,4.680
4604.686,9.375,9.519,5.077
4605.746,9.932,9.514,4.913
4606.807,10.002,9.510,4.593
4607.868,9.562,9.505,4.492
4608.929,9.846,9.496,4.662
4609.990,10.027,9.483,5.291
4611.052,10.175,9.466,5.498
4612.114,9.706,9.446,5.190
4613.176,9.012,9.425,4.803
4614.238,9.038,9.409,4.447
4615.301,9.785,9.399,4.457
4616.364,9.149,9.395,4.776
4617.427,9.572,9.400,4.866
4618.490,9.408,9.410,4.794
4619.553,9.143,9.419,4.508
4620.617,9.685,9.425,4.461
4621.681,10.056,9.423,4.469
4622.746,8.757,9.411,4.746
4623.810,10.181,9.394,4.676
4624.875,9.869,9.378,4.804
4625.940,9.039,9.367,4.788
4627.005,9.502,9.357,4.738
4628.071,9.611,9.347,4.808
4629.137,9.416,9.341,4.633
4630.203,9.204,9.339,4.545
4631.269,9.146,9.336,4.368
4632.335,9.027,9.330,4.597
4633.402,8.946,9.329,4.772
4634.469,9.319,9.335,4.837
4635.536,9.623,9.342,4.528
4636.604,8.995,9.346,4.415
4637.672,9.368,9.344,4.442
4638.740,9.553,9.339,4.398
4639.808,9.185,9.330,4.274
4640.876,9.667,9.316,4.457
4641.945,8.547,9.300,4.690
4643.014,9.278,9.287,4.715
4644.083,8.815,9.279,4.620
4645.153,8.277,9.275,4.385
4646.222,8.769,9.273,4.245
4647.292,8.478,9.271,4.186
4648.363,7.944,9.268,4.178
4649.433,8.484,9.264,4.281
4650.504,9.526,9.259,4.446
4651.575,9.265,9.253,4.691
4652.646,8.318,9.250,4.506
4653.717,9.121,9.247,4.536
4654.789,9.246,9.246,4.545
4655.861,9.548,9.246,4.509
4656.933,9.171,9.246,4.641
4658.006,8.932,9.243,5.257
4659.078,9.223,9.232,5.862
4660.151,9.270,9.210,5.949
4661.224,9.972,9.183,6.014
4662.298,8.355,9.159,6.169
4663.371,8.651,9.142,5.933
4664.445,9.692,9.131,5.664
4665.519,9.325,9.127,5.554
4666.594,8.865,9.131,5.346
4667.668,9.442,9.140,5.330
4668.743,9.477,9.151,5.408
4669.818,9.178,9.161,5.456
4670.894,9.442,9.166,5.775
4671.970,9.639,9.165,5.823
4673.045,8.596,9.162,5.937
4674.122,9.174,9.155,5.799
4675.198,9.160,9.148,5.946
4676.275,8.650,9.142,5.961
4677.351,8.742,9.139,5.868
4678.429,9.161,9.137,5.720
4679.506,8.697,9.136,5.435
4680.584,8.992,9.136,5.178
4681.661,8.512,9.134,5.385
4682.740,7.361,9.130,5.710
4683.818,7.271,9.123,5.743
4684.896,8.185,9.116,5.628
4685.975,8.287,9.108,5.437
4687.054,9.282,9.100,5.506
4688.134,8.518,9.095,5.316
4689.213,8.886,9.089,5.031
4690.293,9.214,9.083,5.066
4691.373,8.548,9.076,5.125
4692.454,8.827,9.068,5.232
4693.534,8.855,9.060,5.145
4694.615,9.163,9.050,5.142
4695.696,8.946,9.036,5.177
4696.778,9.280,9.018,5.180
4697.859,9.941,9.001,5.059
4698.941,9.031,8.989,4.889
4700.023,9.083,8.981,4.456
4701.106,9.335,8.977,4.460
4702.188,9.254,8.975,4.692
4703.271,9.362,8.974,4.764
4704.354,9.639,8.977,4.672
4705.437,9.409,8.978,4.818
4706.521,9.827,8.977,4.744
4707.605,9.627,8.975,4.837
4708.689,9.025,8.975,4.935
4709.773,8.953,8.977,4.921
4710.858,9.039,8.976,5.164
4711.943,8.173,8.969,5.133
4713.028,8.459,8.962,5.126
4714.113,8.292,8.961,5.159
4715.199,8.656,8.967,5.021
4716.285,9.248,8.970,4.888
4717.371,9.426,8.969,4.829
4718.457,9.500,8.966,4.715
4719.544,9.636,8.963,5.083
4720.630,9.017,8.958,5.185
4721.718,9.423,8.948,4.804
4722.805,9.536,8.936,4.599
4723.892,8.670,8.923,4.595
4724.980,8.837,8.908,4.965
4726.068,9.312,8.895,5.018
4727.157,8.710,8.884,4.831
4728.245,9.524,8.878,4.508
4729.334,9.861,8.874,4.794
4730.423,9.069,8.871,4.885
4731.513,9.826,8.871,4.919
4732.602,8.681,8.872,4.546
4733.692,8.563,8.872,4.461
4734.782,8.912,8.869,4.945
4735.872,8.512,8.867,4.865
4736.963,8.127,8.865,4.706
4738.054,9.405,8.864,4.991
4739.145,9.457,8.863,5.404
4740.236,8.856,8.861,5.431
4741.328,9.646,8.856,5.052
4742.420,10.149,8.852,5.239
4743.512,9.097,8.848,5.356
4744.604,8.476,8.844,5.446
4745.697,9.112,8.839,5.378
4746.790,9.173,8.834,4.983
4747.883,9.298,8.828,4.785
4748.976,9.424,8.824,4.529
4750.070,9.158,8.819,4.603
4751.164,8.777,8.814,4.523
4752.258,8.734,8.811,4.543
4753.352,8.615,8.807,4.677
4754.447,9.935,8.803,4.812
4755.542,10.188,8.796,4.614
4756.637,8.727,8.786,4.436
4757.732,8.997,8.775,4.416
4758.828,8.855,8.763,4.401
4759.924,9.084,8.753,4.366
4761.020,9.261,8.747,4.391
4762.116,8.774,8.745,4.372
4763.213,8.111,8.749,4.252
4764.310,8.432,8.755,4.111
4765.407,8.692,8.759,4.280
4766.504,9.005,8.762,4.248
4767.602,8.858,8.764,4.137
4768.700,9.249,8.765,4.053
4769.798,9.851,8.766,4.243
4770.897,8.932,8.769,4.283
4771.995,9.669,8.771,4.259
4773.094,9.630,8.772,4.218
4774.193,9.376,8.771,4.193
4775.293,8.851,8.768,4.339
4776.392,8.490,8.765,4.365
4777.492,9.372,8.762,4.403
4778.593,9.047,8.756,4.626
4779.693,8.690,8.748,4.778
4780.794,8.506,8.740,4.636
4781.895,8.507,8.735,4.435
4782.996,8.474,8.730,4.380
4784.097,8.310,8.726,4.357
4785.199,9.209,8.722,4.269
4786.301,8.473,8.720,4.273
4787.403,8.860,8.722,4.282
4788.506,9.043,8.724,4.394
4789.608,8.137,8.725,4.305
4790.711,8.818,8.723,4.337
4791.815,9.112,8.718,4.672
4792.918,9.076,8.712,4.634
4794.022,8.612,8.706,4.675
4795.126,8.748,8.698,4.651
4796.230,9.676,8.690,4.595
4797.334,9.813,8.680,4.580
4798.439,9.065,8.667,4.482
4799.544,8.457,8.657,4.474
4800.650,8.044,8.651,4.485
4801.755,8.864,8.647,4.472
4802.861,9.735,8.643,4.460
4803.967,8.046,8.640,4.607
4805.073,9.161,8.640,4.803
4806.180,9.261,8.643,4.838
4807.286,9.288,8.642,4.649
4808.393,9.461,8.639,4.382
4809.501,9.074,8.637,4.450
4810.608,8.403,8.637,4.496
4811.716,8.991,8.635,4.406
4812.824,8.891,8.632,4.622
4813.933,8.243,8.628,4.691
4815.041,7.845,8.620,4.814
4816.150,8.458,8.606,5.160
4817.259,9.615,8.586,5.410
4818.368,8.108,8.566,5.607
4819.478,8.913,8.548,5.668
4820.588,9.406,8.533,5.773
4821.698,8.789,8.523,6.047
4822.808,8.625,8.517,6.175
4823.919,9.667,8.516,5.903
4825.030,9.759,8.517,5.653
4826.141,8.805,8.515,5.675
4827.252,7.952,8.510,5.723
4828.364,8.034,8.501,5.910
4829.476,8.772,8.488,6.124
4830.588,9.060,8.474,5.819
4831.700,8.977,8.461,5.746
4832.813,9.064,8.445,5.645
4833.926,8.923,8.429,6.166
4835.039,8.997,8.412,6.538
4836.153,9.227,8.396,6.005
4837.266,8.763,8.380,5.716
4838.380,9.261,8.362,5.781
4839.494,8.979,8.340,6.274
4840.609,8.938,8.314,6.419
4841.724,8.403,8.283,6.033
4842.839,7.403,8.249,5.800
4843.954,7.995,8.216,5.713
4845.069,8.083,8.183,5.415
4846.185,8.147,8.148,5.383
4847.301,7.689,8.107,5.654
4848.417,7.419,8.060,5.955
4849.534,7.823,8.010,5.366
4850.651,7.845,7.951,4.666
4851.768,7.140,7.879,4.915
4852.885,7.141,7.792,5.188
4854.003,7.242,7.694,5.467
4855.120,7.272,7.596,4.945
4856.238,7.057,7.519,4.558
4857.357,6.076,7.473,4.405
4858.475,5.654,7.462,4.441
4859.594,6.580,7.487,4.252
4860.713,7.015,7.548,4.099
4861.833,7.306,7.635,4.137
4862.952,7.838,7.727,4.314
4864.072,7.518,7.804,4.414
4865.192,8.195,7.866,4.353
4866.313,7.802,7.914,4.531
4867.433,7.654,7.953,4.497
4868.554,8.063,7.984,4.584
4869.675,8.237,8.011,4.828
4870.797,7.974,8.037,5.042
4871.918,8.375,8.065,4.630
4873.040,8.347,8.094,4.347
4874.162,8.110,8.122,4.237
4875.285,8.088,8.145,4.354
4876.408,8.333,8.164,4.455
4877.531,8.523,8.178,4.600
4878.654,8.416,8.191,4.834
4879.777,8.421,8.202,5.061
4880.901,8.431,8.209,5.382
4882.025,8.570,8.210,5.474
4883.149,8.888,8.207,5.425
4884.274,9.077,8.203,5.474
4885.399,9.131,8.203,5.122
4886.524,8.427,8.209,5.113
4887.649,7.809,8.219,5.224
4888.774,7.933,8.230,5.244
4889.900,8.419,8.242,5.071
4891.026,8.478,8.257,4.878
4892.153,9.192,8.272,4.831
4893.279,9.049,8.282,5.081
4894.406,8.818,8.285,4.835
4895.533,8.516,8.281,5.073
4896.661,8.459,8.275,5.035
4897.788,9.361,8.268,5.236
4898.916,7.954,8.266,4.887
4900.044,8.829,8.267,4.644
4901.173,8.676,8.266,4.629
4902.301,7.852,8.263,4.811
4903.430,8.152,8.259,4.777
4904.559,8.208,8.255,4.516
4905.689,7.831,8.251,4.741
4906.819,7.912,8.247,4.861
4907.949,8.211,8.243,4.815
4909.079,8.443,8.241,4.563
4910.209,8.501,8.240,4.450
4911.340,8.527,8.236,4.447
4912.471,9.205,8.227,4.371
4913.602,8.527,8.213,4.342
4914.734,8.189,8.194,4.531
4915.866,7.615,8.172,4.814
4916.998,6.559,8.149,4.765
4918.130,7.219,8.131,4.391
4919.263,7.382,8.127,4.341
4920.395,6.735,8.137,3.989
4921.528,7.238,8.154,4.013
4922.662,7.835,8.174,4.146
4923.795,7.518,8.190,4.478
4924.929,8.143,8.200,4.503
4926.063,8.944,8.199,4.395
4927.198,8.542,8.189,4.395
4928.332,7.970,8.174,4.467
4929.467,8.319,8.161,4.503
4930.603,9.035,8.150,4.542
4931.738,8.447,8.141,4.364
4932.874,7.993,8.138,4.390
4934.010,8.049,8.141,4.346
4935.146,8.293,8.147,4.305
4936.282,8.305,8.154,4.400
4937.419,7.900,8.158,4.764
4938.556,7.606,8.161,4.605
4939.693,8.763,8.164,4.367
4940.831,7.887,8.166,4.278
4941.969,7.565,8.165,4.484
4943.107,8.363,8.160,4.641
4944.245,8.770,8.156,4.576
4945.384,8.326,8.150,4.428
4946.523,8.283,8.146,4.323
4947.662,8.574,8.141,4.215
4948.801,8.273,8.130,4.550
4949.941,7.971,8.115,4.749
4951.081,8.091,8.096,4.651
4952.221,7.833,8.080,4.523
4953.361,8.774,8.069,4.716
4954.502,8.406,8.065,4.948
4955.643,8.411,8.068,4.844
4956.784,8.505,8.076,4.511
4957.926,7.917,8.088,4.165
4959.067,7.978,8.097,4.184
4960.209,8.338,8.099,4.180
4961.352,8.720,8.092,4.526
4962.494,8.121,8.080,4.517
4963.637,7.444,8.069,4.606
4964.780,7.806,8.064,4.805
4965.923,8.355,8.062,4.935
4967.067,7.995,8.061,5.121
4968.211,7.483,8.061,5.274
4969.355,7.867,8.062,5.182
4970.499,7.775,8.062,5.016
4971.644,7.043,8.058,5.290
4972.789,8.348,8.052,5.292
4973.934,8.650,8.040,5.403
4975.079,8.724,8.023,5.514
4976.225,8.393,8.002,5.489
4977.371,7.884,7.980,5.642
4978.517,7.969,7.962,5.838
4979.664,8.722,7.950,6.008
4980.810,7.952,7.946,6.226
4981.957,7.044,7.949,6.115
4983.105,7.226,7.956,5.927
4984.252,8.093,7.964,6.029
4985.400,8.339,7.969,5.939
4986.548,7.527,7.970,6.003
4987.696,7.788,7.967,5.948
4988.845,7.334,7.964,5.883
4989.994,8.126,7.963,5.746
4991.143,8.506,7.963,5.602
4992.292,7.702,7.961,5.664
4993.442,8.977,7.954,5.526
4994.592,7.039,7.943,5.509
4995.742,7.925,7.932,5.248
4996.892,8.157,7.918,5.164
4998.043,7.435,7.903,5.128
4999.194,7.801,7.887,4.797
5000.345,8.326,7.875,4.519
5001.497,8.249,7.871,4.573
5002.649,7.923,7.873,4.591
5003.801,7.804,7.875,4.958
5004.953,8.043,7.873,4.819
5006.106,8.180,7.871,4.668
5007.258,7.726,7.869,4.450
5008.411,8.310,7.867,4.551
5009.565,7.704,7.858,4.653
5010.718,7.757,7.840,4.632
5011.872,8.024,7.816,4.637
5013.026,7.360,7.797,4.418
5014.181,7.194,7.785,4.155
5015.336,7.752,7.783,4.166
5016.491,7.827,7.786,4.335
5017.646,8.564,7.795,4.404
5018.801,8.566,7.810,4.361
5019.957,7.419,7.825,4.376
5021.113,8.333,7.833,4.470
5022.269,8.326,7.836,4.392
5023.426,8.126,7.835,4.340
5024.583,7.904,7.832,4.157
5025.740,7.810,7.828,4.243
5026.897,8.049,7.827,4.221
5028.055,8.403,7.825,4.157
5029.213,8.137,7.820,4.170
5030.371,8.042,7.815,4.379
5031.529,7.468,7.810,4.405
5032.688,7.306,7.801,4.605
5033.847,8.108,7.786,4.388
5035.006,8.102,7.769,4.313
5036.166,7.709,7.757,4.004
5037.325,7.546,7.752,3.982
5038.485,7.509,7.753,4.131
5039.646,7.960,7.758,4.240
5040.806,8.396,7.765,3.888
5041.967,7.388,7.775,3.652
5043.128,8.006,7.779,3.647
5044.289,7.155,7.773,3.948
5045.451,7.365,7.761,4.114
5046.613,7.955,7.748,4.175
5047.775,7.222,7.740,4.205
5048.938,7.228,7.735,4.079
5050.100,8.065,7.732,3.893
5051.263,7.734,7.733,3.813
5052.426,8.079,7.738,3.888
5053.590,8.293,7.747,3.830
5054.754,7.480,7.754,3.977
5055.918,7.870,7.757,4.018
5057.082,7.228,7.757,4.082
5058.247,7.657,7.753,4.126
5059.411,7.818,7.745,4.233
5060.577,7.644,7.735,4.107
5061.742,8.005,7.724,4.140
5062.908,8.299,7.713,4.050
5064.073,7.663,7.705,4.139
5065.240,7.877,7.700,4.176
5066.406,8.024,7.696,4.101
5067.573,7.981,7.692,4.081
5068.740,8.141,7.688,4.268
5069.907,7.982,7.684,4.441
5071.075,7.795,7.677,4.728
5072.242,7.596,7.669,4.434
5073.410,7.210,7.663,4.116
5074.579,7.496,7.658,3.782
5075.747,8.419,7.655,3.940
5076.916,7.965,7.653,4.036
5078.085,7.577,7.649,4.294
5079.255,7.096,7.648,4.239
5080.424,7.311,7.649,4.044
5081.594,7.602,7.654,4.249
5082.765,7.356,7.658,4.853
5083.935,7.570,7.660,5.266
5085.106,7.189,7.660,5.314
5086.277,7.651,7.659,5.478
5087.448,7.594,7.658,5.669
5088.620,7.400,7.655,5.170
5089.792,8.024,7.649,4.759
5090.964,8.109,7.639,4.417
5092.136,6.892,7.628,4.380
5093.309,7.869,7.617,4.242
5094.482,8.354,7.609,4.231
5095.655,7.699,7.603,4.226
5096.828,7.419,7.602,4.335
5098.002,7.668,7.604,4.316
5099.176,8.040,7.606,4.318
5100.350,7.284,7.607,4.399
5101.525,7.246,7.608,4.572
5102.700,7.606,7.605,4.416
5103.875,7.228,7.601,4.226
5105.050,7.202,7.596,4.009
5106.226,7.471,7.591,4.033
5107.402,7.546,7.588,3.888
5108.578,7.243,7.588,3.823
5109.754,7.381,7.591,3.716
5110.931,7.889,7.593,3.719
5112.108,7.136,7.594,3.961
5113.285,7.781,7.591,4.082
5114.463,7.668,7.584,4.049
5115.640,6.954,7.574,3.975
5116.818,6.913,7.563,4.113
5117.997,7.583,7.554,4.184
5119.175,7.284,7.545,4.207
5120.354,7.463,7.535,4.067
5121.533,7.706,7.524,3.976
5122.713,7.762,7.517,3.998
5123.892,7.785,7.512,3.807
5125.072,7.932,7.509,3.787
5126.253,8.001,7.507,3.636
5127.433,7.762,7.505,3.821
5128.614,7.260,7.501,3.834
5129.795,6.950,7.497,3.911
5130.976,7.261,7.492,4.035
5132.158,7.788,7.485,4.128
5133.340,7.482,7.477,4.178
5134.522,7.794,7.469,4.485
5135.704,7.204,7.463,4.698
5136.887,7.300,7.460,4.670
5138.070,7.533,7.461,4.585
5139.253,7.106,7.463,4.459
5140.437,7.872,7.465,4.476
5141.620,7.183,7.466,4.544
5142.804,7.191,7.466,4.659
5143.989,7.561,7.464,4.593
5145.173,7.667,7.462,4.602
5146.358,7.567,7.457,4.543
5147.543,7.544,7.453,4.693
5148.729,7.473,7.449,4.786
5149.914,7.519,7.446,4.781
5151.100,7.380,7.445,4.886
5152.286,7.444,7.442,4.932
5153.473,7.662,7.442,5.042
5154.660,6.953,7.442,5.251
5155.847,7.599,7.441,5.132
5157.034,7.343,7.435,4.915
5158.222,7.282,7.425,4.767
5159.410,7.680,7.408,4.770
5160.598,7.649,7.382,4.484
5161.786,7.192,7.351,4.649
5162.975,6.904,7.322,4.616
5164.164,6.171,7.297,4.451
5165.353,6.449,7.279,4.146
5166.542,7.282,7.273,4.092
5167.732,7.459,7.284,3.805
5168.922,7.633,7.307,3.772
5170.113,7.093,7.335,3.848
5171.303,7.231,7.359,3.960
5172.494,7.181,7.377,3.540
5173.685,7.268,7.390,3.386
5174.877,7.974,7.392,3.683
5176.068,7.766,7.379,4.138
5177.260,7.279,7.358,4.304
5178.453,7.372,7.335,4.264
5179.645,7.271,7.315,4.333
5180.838,6.712,7.301,4.182
5182.031,6.583,7.293,3.958
5183.224,7.647,7.291,3.570
5184.418,7.518,7.292,3.291
5185.612,7.228,7.293,3.303
5186.806,7.539,7.291,3.807
5188.000,7.685,7.289,4.297
5189.195,7.255,7.287,4.637
5190.390,7.632,7.285,4.668
5191.585,7.383,7.284,4.459
5192.781,7.200,7.286,3.976
5193.977,7.349,7.289,3.815
5195.173,7.428,7.291,3.961
5196.369,7.146,7.290,4.119
5197.566,7.002,7.288,4.531
5198.763,7.207,7.284,5.444
5199.960,7.392,7.278,5.910
5201.157,7.408,7.269,5.379
